time_start,time_end,SEK_per_kWh,EUR_per_kWh,EXR
2026-01-01T00:00:00+01:00,2026-01-01T00:15:00+01:00,0.68743,0.06364,10.801826
2026-01-01T00:15:00+01:00,2026-01-01T00:30:00+01:00,0.6641,0.06148,10.801826
2026-01-01T00:30:00+01:00,2026-01-01T00:45:00+01:00,0.62651,0.058,10.801826
2026-01-01T00:45:00+01:00,2026-01-01T01:00:00+01:00,0.53998,0.04999,10.801826
2026-01-01T01:00:00+01:00,2026-01-01T01:15:00+01:00,0.64822,0.06001,10.801826
2026-01-01T01:15:00+01:00,2026-01-01T01:30:00+01:00,0.52821,0.0489,10.801826
2026-01-01T01:30:00+01:00,2026-01-01T01:45:00+01:00,0.39686,0.03674,10.801826
2026-01-01T01:45:00+01:00,2026-01-01T02:00:00+01:00,0.25849,0.02393,10.801826
2026-01-01T02:00:00+01:00,2026-01-01T02:15:00+01:00,0.38897,0.03601,10.801826
2026-01-01T02:15:00+01:00,2026-01-01T02:30:00+01:00,0.21517,0.01992,10.801826
2026-01-01T02:30:00+01:00,2026-01-01T02:45:00+01:00,0.16192,0.01499,10.801826
2026-01-01T02:45:00+01:00,2026-01-01T03:00:00+01:00,0.0795,0.00736,10.801826
2026-01-01T03:00:00+01:00,2026-01-01T03:15:00+01:00,0.10888,0.01008,10.801826
2026-01-01T03:15:00+01:00,2026-01-01T03:30:00+01:00,0.07226,0.00669,10.801826
2026-01-01T03:30:00+01:00,2026-01-01T03:45:00+01:00,0.04861,0.0045,10.801826
2026-01-01T03:45:00+01:00,2026-01-01T04:00:00+01:00,0.0418,0.00387,10.801826
2026-01-01T04:00:00+01:00,2026-01-01T04:15:00+01:00,0.04861,0.0045,10.801826
2026-01-01T04:15:00+01:00,2026-01-01T04:30:00+01:00,0.04634,0.00429,10.801826
2026-01-01T04:30:00+01:00,2026-01-01T04:45:00+01:00,0.03759,0.00348,10.801826
2026-01-01T04:45:00+01:00,2026-01-01T05:00:00+01:00,0.03295,0.00305,10.801826
2026-01-01T05:00:00+01:00,2026-01-01T05:15:00+01:00,0.03295,0.00305,10.801826
2026-01-01T05:15:00+01:00,2026-01-01T05:30:00+01:00,0.0256,0.00237,10.801826
2026-01-01T05:30:00+01:00,2026-01-01T05:45:00+01:00,0.02582,0.00239,10.801826
2026-01-01T05:45:00+01:00,2026-01-01T06:00:00+01:00,0.02582,0.00239,10.801826
2026-01-01T06:00:00+01:00,2026-01-01T06:15:00+01:00,0.02528,0.00234,10.801826
2026-01-01T06:15:00+01:00,2026-01-01T06:30:00+01:00,0.0256,0.00237,10.801826
2026-01-01T06:30:00+01:00,2026-01-01T06:45:00+01:00,0.03079,0.00285,10.801826
2026-01-01T06:45:00+01:00,2026-01-01T07:00:00+01:00,0.03986,0.00369,10.801826
2026-01-01T07:00:00+01:00,2026-01-01T07:15:00+01:00,0.02549,0.00236,10.801826
2026-01-01T07:15:00+01:00,2026-01-01T07:30:00+01:00,0.02592,0.0024,10.801826
2026-01-01T07:30:00+01:00,2026-01-01T07:45:00+01:00,0.03262,0.00302,10.801826
2026-01-01T07:45:00+01:00,2026-01-01T08:00:00+01:00,0.03943,0.00365,10.801826
2026-01-01T08:00:00+01:00,2026-01-01T08:15:00+01:00,0.02582,0.00239,10.801826
2026-01-01T08:15:00+01:00,2026-01-01T08:30:00+01:00,0.03532,0.00327,10.801826
2026-01-01T08:30:00+01:00,2026-01-01T08:45:00+01:00,0.03856,0.00357,10.801826
2026-01-01T08:45:00+01:00,2026-01-01T09:00:00+01:00,0.03943,0.00365,10.801826
2026-01-01T09:00:00+01:00,2026-01-01T09:15:00+01:00,0.03813,0.00353,10.801826
2026-01-01T09:15:00+01:00,2026-01-01T09:30:00+01:00,0.03824,0.00354,10.801826
2026-01-01T09:30:00+01:00,2026-01-01T09:45:00+01:00,0.04018,0.00372,10.801826
2026-01-01T09:45:00+01:00,2026-01-01T10:00:00+01:00,0.04612,0.00427,10.801826
2026-01-01T10:00:00+01:00,2026-01-01T10:15:00+01:00,0.04666,0.00432,10.801826
2026-01-01T10:15:00+01:00,2026-01-01T10:30:00+01:00,0.04666,0.00432,10.801826
2026-01-01T10:30:00+01:00,2026-01-01T10:45:00+01:00,0.0471,0.00436,10.801826
2026-01-01T10:45:00+01:00,2026-01-01T11:00:00+01:00,0.0471,0.00436,10.801826
2026-01-01T11:00:00+01:00,2026-01-01T11:15:00+01:00,0.04753,0.0044,10.801826
2026-01-01T11:15:00+01:00,2026-01-01T11:30:00+01:00,0.05055,0.00468,10.801826
2026-01-01T11:30:00+01:00,2026-01-01T11:45:00+01:00,0.05768,0.00534,10.801826
2026-01-01T11:45:00+01:00,2026-01-01T12:00:00+01:00,0.05606,0.00519,10.801826
2026-01-01T12:00:00+01:00,2026-01-01T12:15:00+01:00,0.05185,0.0048,10.801826
2026-01-01T12:15:00+01:00,2026-01-01T12:30:00+01:00,0.05455,0.00505,10.801826
2026-01-01T12:30:00+01:00,2026-01-01T12:45:00+01:00,0.05552,0.00514,10.801826
2026-01-01T12:45:00+01:00,2026-01-01T13:00:00+01:00,0.05811,0.00538,10.801826
2026-01-01T13:00:00+01:00,2026-01-01T13:15:00+01:00,0.06179,0.00572,10.801826
2026-01-01T13:15:00+01:00,2026-01-01T13:30:00+01:00,0.07216,0.00668,10.801826
2026-01-01T13:30:00+01:00,2026-01-01T13:45:00+01:00,0.07226,0.00669,10.801826
2026-01-01T13:45:00+01:00,2026-01-01T14:00:00+01:00,0.07615,0.00705,10.801826
2026-01-01T14:00:00+01:00,2026-01-01T14:15:00+01:00,0.08155,0.00755,10.801826
2026-01-01T14:15:00+01:00,2026-01-01T14:30:00+01:00,0.10057,0.00931,10.801826
2026-01-01T14:30:00+01:00,2026-01-01T14:45:00+01:00,0.11353,0.01051,10.801826
2026-01-01T14:45:00+01:00,2026-01-01T15:00:00+01:00,0.13513,0.01251,10.801826
2026-01-01T15:00:00+01:00,2026-01-01T15:15:00+01:00,0.11828,0.01095,10.801826
2026-01-01T15:15:00+01:00,2026-01-01T15:30:00+01:00,0.167,0.01546,10.801826
2026-01-01T15:30:00+01:00,2026-01-01T15:45:00+01:00,0.16797,0.01555,10.801826
2026-01-01T15:45:00+01:00,2026-01-01T16:00:00+01:00,0.2021,0.01871,10.801826
