time_start,zone,imbl_sales_price_eur_mwh,imbl_purchase_price_eur_mwh,up_reg_price_eur_mwh,down_reg_price_eur_mwh,main_dir_reg_power,imbl_spot_diff_eur_mwh
2024-01-01T00:00:00Z,SE4,53.87,53.87,53.87,28.46,1.0,25.41
2024-01-01T00:15:00Z,SE4,53.87,53.87,53.87,28.46,1.0,25.41
2024-01-01T00:30:00Z,SE4,53.87,53.87,53.87,28.46,1.0,25.41
2024-01-01T00:45:00Z,SE4,53.87,53.87,53.87,28.46,1.0,25.41
2024-01-01T01:00:00Z,SE4,53.87,53.87,53.87,26.66,1.0,27.21
2024-01-01T01:15:00Z,SE4,53.87,53.87,53.87,26.66,1.0,27.21
2024-01-01T01:30:00Z,SE4,53.87,53.87,53.87,26.66,1.0,27.21
2024-01-01T01:45:00Z,SE4,53.87,53.87,53.87,26.66,1.0,27.21
2024-01-01T02:00:00Z,SE4,24.48,24.48,24.48,24.48,0.0,0.0
2024-01-01T02:15:00Z,SE4,24.48,24.48,24.48,24.48,0.0,0.0
2024-01-01T02:30:00Z,SE4,24.48,24.48,24.48,24.48,0.0,0.0
2024-01-01T02:45:00Z,SE4,24.48,24.48,24.48,24.48,0.0,0.0
2024-01-01T03:00:00Z,SE4,36.0,36.0,36.0,24.01,1.0,11.99
2024-01-01T03:15:00Z,SE4,36.0,36.0,36.0,24.01,1.0,11.99
2024-01-01T03:30:00Z,SE4,36.0,36.0,36.0,24.01,1.0,11.99
2024-01-01T03:45:00Z,SE4,36.0,36.0,36.0,24.01,1.0,11.99
2024-01-01T04:00:00Z,SE4,36.0,36.0,36.0,21.23,1.0,14.77
2024-01-01T04:15:00Z,SE4,36.0,36.0,36.0,21.23,1.0,14.77
2024-01-01T04:30:00Z,SE4,36.0,36.0,36.0,21.23,1.0,14.77
2024-01-01T04:45:00Z,SE4,36.0,36.0,36.0,21.23,1.0,14.77
2024-01-01T05:00:00Z,SE4,40.11,40.11,40.11,22.62,1.0,17.49
2024-01-01T05:15:00Z,SE4,40.11,40.11,40.11,22.62,1.0,17.49
2024-01-01T05:30:00Z,SE4,40.11,40.11,40.11,22.62,1.0,17.49
2024-01-01T05:45:00Z,SE4,40.11,40.11,40.11,22.62,1.0,17.49
2024-01-01T06:00:00Z,SE4,44.0,44.0,44.0,25.04,1.0,18.96
2024-01-01T06:15:00Z,SE4,44.0,44.0,44.0,25.04,1.0,18.96
2024-01-01T06:30:00Z,SE4,44.0,44.0,44.0,25.04,1.0,18.96
2024-01-01T06:45:00Z,SE4,44.0,44.0,44.0,25.04,1.0,18.96
2024-01-01T07:00:00Z,SE4,44.0,44.0,44.0,26.24,1.0,17.76
