time_start,fcr_n_price_eur_mw,fcr_n_volume_mw,fcr_d_up_price_eur_mw,fcr_d_up_volume_mw,fcr_d_down_price_eur_mw,fcr_d_down_volume_mw
2021-01-01T00:00:00,20.249435166666668,240.0,20.324006234337215,454.9,0.0,0.0
2021-01-01T01:00:00,19.887221678236013,244.9,20.49450266022827,455.6,0.0,0.0
2021-01-01T02:00:00,19.90416432520325,246.0,20.49028266505813,455.9,0.0,0.0
2021-01-01T03:00:00,19.8615328,245.0,20.507564903381642,455.4,0.0,0.0
2021-01-01T04:00:00,19.870956775510205,245.0,20.791780849702054,453.1,0.0,0.0
2021-01-01T05:00:00,19.974727244389026,240.6,20.767812593082176,453.9,0.0,0.0
2021-01-01T06:00:00,19.666378962800874,228.5,20.747647559576347,453.2,0.0,0.0
2021-01-01T07:00:00,19.610539816272965,228.6,20.509759666740234,453.1,0.0,0.0
2021-01-01T08:00:00,19.631454191852825,228.3,20.64079587315378,460.4,0.0,0.0
2021-01-01T09:00:00,19.86839836970475,233.7,20.644978831450914,460.4,0.0,0.0
2021-01-01T10:00:00,19.75081263681592,241.2,20.78349412401784,470.9,0.0,0.0
2021-01-01T11:00:00,19.90542942563223,233.3,20.957507845468054,471.1,0.0,0.0
2021-01-01T12:00:00,19.876592813299233,234.6,20.375826971999132,460.7,0.0,0.0
2021-01-01T13:00:00,19.622919737991268,229.0,21.968363411024786,540.6,0.0,0.0
2021-01-01T14:00:00,19.696124347826085,230.0,22.251670781676058,550.1,0.0,0.0
2021-01-01T15:00:00,20.20555553903346,269.0,23.958558051443376,540.4,0.0,0.0
2021-01-01T16:00:00,20.27184215613383,269.0,24.07190364849833,539.4,0.0,0.0
2021-01-01T17:00:00,20.416632955390334,269.0,26.200293643769967,626.0,0.0,0.0
2021-01-01T18:00:00,20.293938959107805,269.0,26.002121287325814,602.8,0.0,0.0
2021-01-01T19:00:00,20.098891636141637,245.7,26.113705850831515,595.3,0.0,0.0
2021-01-01T20:00:00,20.083323090682196,240.4,23.62438,528.6,0.0,0.0
2021-01-01T21:00:00,20.18071784386617,269.0,22.48829499271668,549.2,0.0,0.0
2021-01-01T22:00:00,20.143567427184465,247.2,22.44392743801653,544.5,0.0,0.0
2021-01-01T23:00:00,20.23530837018837,244.2,22.39807786698512,544.3,0.0,0.0
2021-01-02T00:00:00,20.271499252136753,234.0,22.031408945645055,458.1,0.0,0.0
2021-01-02T01:00:00,20.041802833197057,244.6,21.930775517316487,459.1,0.0,0.0
2021-01-02T02:00:00,19.876163326588426,247.1,21.98170775775993,460.7,0.0,0.0
2021-01-02T03:00:00,19.95261273251029,243.0,21.933223909268506,460.7,0.0,0.0
2021-01-02T04:00:00,19.888893893442624,244.0,21.995308749719918,446.3,0.0,0.0
2021-01-02T05:00:00,19.921531007431874,242.2,21.966146981850773,446.3,0.0,0.0
2021-01-02T06:00:00,19.281630476804125,232.8,22.33220687219731,446.0,0.0,0.0
2021-01-02T07:00:00,19.147845881147543,244.0,22.445473212816626,461.9,0.0,0.0
2021-01-02T08:00:00,19.65770470260223,269.0,23.45353011953923,460.1,0.0,0.0
2021-01-02T09:00:00,19.590867189591076,269.0,22.62244320652174,460.0,0.0,0.0
2021-01-02T10:00:00,19.629236138996138,259.0,25.69782961044177,498.0,0.0,0.0
2021-01-02T11:00:00,19.572446108108107,259.0,25.055038811031665,489.5,0.0,0.0
2021-01-02T12:00:00,19.60615213899614,259.0,25.14894054153846,487.5,0.0,0.0
2021-01-02T13:00:00,19.64391545945946,259.0,26.215363770491802,561.2,0.0,0.0
2021-01-02T14:00:00,19.62583696911197,259.0,26.75419476706392,553.8,0.0,0.0
2021-01-02T15:00:00,19.68272916988417,259.0,30.16757399964177,558.3,0.0,0.0
2021-01-02T16:00:00,19.927595460966543,269.0,37.206246986624706,635.5,0.0,0.0
2021-01-02T17:00:00,19.99311908550186,269.0,38.54808902311248,649.0,0.0,0.0
2021-01-02T18:00:00,19.972773866171003,269.0,39.11761805627376,657.5,0.0,0.0
2021-01-02T19:00:00,19.67556257992565,269.0,34.67591965485362,649.0,0.0,0.0
2021-01-02T20:00:00,19.66156784386617,269.0,31.413781870277077,635.2,0.0,0.0
2021-01-02T21:00:00,19.642020780669146,269.0,27.68305232914443,580.9,0.0,0.0
2021-01-02T22:00:00,19.66018421189591,269.0,25.412111906354514,568.1,0.0,0.0
2021-01-02T23:00:00,20.120315838297874,235.0,24.975101904929577,568.0,0.0,0.0
2021-01-03T00:00:00,20.132650447698744,239.0,21.951194633037453,461.9,0.0,0.0
2021-01-03T01:00:00,19.756039668556475,229.3,22.658,492.9,0.0,0.0
2021-01-03T02:00:00,19.67983284569983,237.2,22.65801,493.7,0.0,0.0
2021-01-03T03:00:00,19.661101978947368,237.5,22.72257,475.8,0.0,0.0
2021-01-03T04:00:00,19.71865169139466,235.9,22.89958,468.0,0.0,0.0
2021-01-03T05:00:00,19.639915636822195,237.9,23.05498,456.8,0.0,0.0
2021-01-03T06:00:00,19.380695703422052,236.7,22.16716019855174,428.1,0.0,0.0
2021-01-03T07:00:00,19.359955641666666,240.0,23.1661067023701,438.8,0.0,0.0
2021-01-03T08:00:00,19.39296063983051,236.0,23.153695777875715,453.8,0.0,0.0
2021-01-03T09:00:00,19.46346002642008,227.1,23.32236196668109,462.2,0.0,0.0
2021-01-03T10:00:00,19.49626393728223,229.6,22.818060983961857,461.4,0.0,0.0
2021-01-03T11:00:00,19.435354137931036,232.0,22.606829488611947,465.4,0.0,0.0
2021-01-03T12:00:00,19.49167960352423,227.0,22.619221307245752,465.1,0.0,0.0
2021-01-03T13:00:00,19.522716026490066,226.5,22.520567214750542,461.0,0.0,0.0
2021-01-03T14:00:00,19.400130803802938,231.4,22.61267655097614,461.0,0.0,0.0
2021-01-03T15:00:00,19.410778979591836,235.2,26.237914634376178,530.6,0.0,0.0
2021-01-03T16:00:00,19.479122790697673,232.2,27.340682724834615,559.3,0.0,0.0
2021-01-03T17:00:00,19.96040977695167,269.0,27.476265183519253,555.8,0.0,0.0
2021-01-03T18:00:00,19.390926171548116,239.0,27.32008353130016,560.7,0.0,0.0
2021-01-03T19:00:00,19.337819546409072,238.1,27.254848525469168,559.5,0.0,0.0
2021-01-03T20:00:00,19.242247561196738,220.6,26.82401928005892,543.1,0.0,0.0
2021-01-03T21:00:00,19.19405894520548,219.0,24.037033546207496,458.8,0.0,0.0
2021-01-03T22:00:00,19.117602090497737,221.0,23.90771939347155,453.4,0.0,0.0
2021-01-03T23:00:00,19.30663845945946,222.0,22.437534309144013,445.1,0.0,0.0
2021-01-04T00:00:00,20.1646751994852,233.1,21.08581801678445,452.8,0.0,0.0
2021-01-04T01:00:00,19.805051612349914,233.2,20.866110456977264,448.6,0.0,0.0
2021-01-04T02:00:00,19.80889061320755,233.2,20.911760455580865,439.0,0.0,0.0
2021-01-04T03:00:00,19.812798989293363,233.5,20.880815709976797,431.0,0.0,0.0
2021-01-04T04:00:00,19.62760385042735,234.0,21.166465852053552,440.7,0.0,0.0
2021-01-04T05:00:00,20.023545067045916,246.1,21.087788058575548,450.7,0.0,0.0
2021-01-04T06:00:00,20.159205869565216,239.2,24.026709101899826,463.2,0.0,0.0
2021-01-04T07:00:00,19.868227374301675,250.6,23.47727626480086,464.5,0.0,0.0
2021-01-04T08:00:00,20.106331319272126,241.8,23.706821525241676,465.5,0.0,0.0
2021-01-04T09:00:00,20.47780357142857,246.4,24.300304673097536,466.5,0.0,0.0
2021-01-04T10:00:00,23.65719634749035,259.0,23.72023017599661,471.6,0.0,0.0
2021-01-04T11:00:00,21.8123411003861,259.0,23.84516671327167,464.9,0.0,0.0
2021-01-04T12:00:00,21.610072702702702,259.0,24.528996585262263,470.9,0.0,0.0
2021-01-04T13:00:00,23.666377910780668,269.0,21.842678651637602,470.2,0.0,0.0
2021-01-04T14:00:00,23.724333985130112,269.0,22.287033421332765,469.7,0.0,0.0
2021-01-04T15:00:00,22.22401008921933,269.0,24.26281932707355,511.2,0.0,0.0
2021-01-04T16:00:00,21.961390743494423,269.0,24.778472965491087,527.4,0.0,0.0
2021-01-04T17:00:00,22.138714163568775,269.0,36.65946585942492,626.0,0.0,0.0
2021-01-04T18:00:00,21.986680713754648,269.0,36.860509928115015,626.0,0.0,0.0
2021-01-04T19:00:00,22.16907850929368,269.0,35.58654284345048,626.0,0.0,0.0
2021-01-04T20:00:00,22.30501475464684,269.0,24.714194941658135,488.5,0.0,0.0
2021-01-04T21:00:00,23.242777033457248,269.0,22.159847665615143,475.5,0.0,0.0
2021-01-04T22:00:00,20.223344819472615,246.5,21.823521537636715,466.3,0.0,0.0
2021-01-04T23:00:00,20.233143970037453,240.3,22.54230335619374,466.6,0.0,0.0
2021-01-05T00:00:00,20.03304126266892,236.8,22.168279445046608,461.3,0.0,0.0
2021-01-05T01:00:00,19.891169774375502,248.2,21.65226363063063,444.0,0.0,0.0
2021-01-05T02:00:00,19.954621165991902,247.0,21.711557131223824,429.8,0.0,0.0
2021-01-05T03:00:00,19.881599102615695,248.5,21.71622542459397,431.0,0.0,0.0
2021-01-05T04:00:00,19.82190076738609,250.2,22.414309307387864,454.8,0.0,0.0
2021-01-05T05:00:00,19.80437979082864,248.6,22.333618017630616,465.1,0.0,0.0
2021-01-05T06:00:00,21.82976487360595,269.0,28.98906834009827,468.1,0.0,0.0
2021-01-05T07:00:00,22.28509765055762,269.0,29.934397035454932,468.2,0.0,0.0
2021-01-05T08:00:00,25.152314338289962,269.0,29.965527090986757,468.2,0.0,0.0
2021-01-05T09:00:00,22.878005482625483,259.0,28.299164928434095,468.1,0.0,0.0
2021-01-05T10:00:00,22.987367837837837,259.0,28.04106590041494,482.0,0.0,0.0
2021-01-05T11:00:00,22.485070347490346,259.0,28.071592925311204,482.0,0.0,0.0
2021-01-05T12:00:00,22.97011776061776,259.0,25.951423565477462,468.1,0.0,0.0
2021-01-05T13:00:00,23.532291672862453,269.0,27.438611426135154,469.1,0.0,0.0
2021-01-05T14:00:00,23.536428550185875,269.0,27.689543651673418,469.1,0.0,0.0
2021-01-05T15:00:00,21.969572765799256,269.0,32.33579955893536,526.0,0.0,0.0
2021-01-05T16:00:00,21.614565747211895,269.0,32.05890418334892,534.5,0.0,0.0
2021-01-05T17:00:00,21.743988661710038,269.0,32.99932,516.8,0.0,0.0
2021-01-05T18:00:00,22.016235115241635,269.0,32.94035,516.8,0.0,0.0
2021-01-05T19:00:00,21.80371499628253,269.0,32.89296,516.8,0.0,0.0
2021-01-05T20:00:00,22.24152730111524,269.0,31.41326330484939,468.1,0.0,0.0
2021-01-05T21:00:00,19.874934987080103,232.2,26.59313168669528,466.0,0.0,0.0
2021-01-05T22:00:00,19.740379914529914,245.7,25.62515723354064,466.3,0.0,0.0
2021-01-05T23:00:00,19.909486450482035,228.2,25.520886669511416,468.7,0.0,0.0
2021-01-06T00:00:00,20.532463281553397,206.0,21.498920260739474,467.9,0.0,0.0
2021-01-06T01:00:00,20.4119776,200.0,21.34004395824365,464.6,0.0,0.0
2021-01-06T02:00:00,20.378853306205492,196.6,21.41112103557146,475.1,0.0,0.0
2021-01-06T03:00:00,20.378853306205492,196.6,21.39365471803702,464.6,0.0,0.0
2021-01-06T04:00:00,20.537895563275434,201.5,22.611632690592483,470.9,0.0,0.0
