time_start,fcr_n_price_eur_mw,fcr_n_volume_mw,fcr_d_up_price_eur_mw,fcr_d_up_volume_mw,fcr_d_down_price_eur_mw,fcr_d_down_volume_mw
2023-01-01T00:00:00,225.71041337349396,249.0,66.2659314440678,590.0,504.7863147351779,253.0
2023-01-01T01:00:00,228.7137218992403,250.1,64.62525618983051,590.0,494.0602150395257,253.0
2023-01-01T02:00:00,228.58304983606558,250.1,64.51135627627119,590.0,494.1330093478261,253.0
2023-01-01T03:00:00,226.42924469468676,252.2,59.971585,590.0,294.10627230039523,253.0
2023-01-01T04:00:00,223.8098569151467,252.2,60.01808162711865,590.0,349.63200173913043,253.0
2023-01-01T05:00:00,226.765277296764,253.4,60.15656356271187,590.0,256.47691225296444,253.0
2023-01-01T06:00:00,193.5861084950495,252.5,72.81384855932204,590.0,258.2803825652174,253.0
2023-01-01T07:00:00,194.38416041767067,249.0,72.71624124067796,590.0,258.0609796521739,253.0
2023-01-01T08:00:00,134.3734713574297,249.0,86.64099843220339,590.0,249.00278677470357,253.0
2023-01-01T09:00:00,131.068286,249.0,71.02988980508475,590.0,498.0963578320851,253.7
2023-01-01T10:00:00,131.06212503614458,249.0,70.97760289830508,590.0,499.14914739525693,253.0
2023-01-01T11:00:00,129.83321297991967,249.0,61.16628513898305,590.0,520.7428514556213,253.5
2023-01-01T12:00:00,124.43764152610441,249.0,54.96473616949152,590.0,518.2365166444008,254.5
2023-01-01T13:00:00,124.46031208032129,249.0,54.8506738,590.0,518.8739153596838,253.0
2023-01-01T14:00:00,100.7655639317269,249.0,44.07744042372882,590.0,139.88025352173912,253.0
2023-01-01T15:00:00,50.58648571084338,249.0,43.235497535986454,590.5,135.0436912173913,253.0
2023-01-01T16:00:00,50.7517643253012,249.0,43.43010961694915,590.0,75.81875127272727,253.0
2023-01-01T17:00:00,50.58865757831325,249.0,43.45286620677966,590.0,75.78136927272728,253.0
2023-01-01T18:00:00,52.956759220883534,249.0,42.2256518440678,590.0,77.804616,253.0
2023-01-01T19:00:00,53.173262361445786,249.0,42.33672084745763,590.0,234.11939420844848,253.3
2023-01-01T20:00:00,52.58538118072289,249.0,42.31839538813559,590.0,493.23811834782606,253.0
2023-01-01T21:00:00,52.65370873493976,249.0,47.529816508474575,590.0,491.27409286561266,253.0
2023-01-01T22:00:00,67.3402532931727,249.0,54.07038170169491,590.0,310.275159279595,256.8
2023-01-01T23:00:00,67.75607053012048,249.0,54.11160214237288,590.0,311.8174676726845,254.8
2023-01-02T00:00:00,67.74101168674699,249.0,44.483912094240836,592.1,42.00204863241107,253.0
2023-01-02T01:00:00,69.83112568674699,249.0,44.23519685200739,595.3,46.491228355731224,253.0
2023-01-02T02:00:00,69.6322491686747,249.0,44.27840967758186,595.5,47.9861215494012,267.2
2023-01-02T03:00:00,69.84971480321285,249.0,43.84392307238063,592.7,47.37721713833992,253.0
2023-01-02T04:00:00,69.14375672690763,249.0,44.11578033898305,590.0,46.93839269960474,253.0
2023-01-02T05:00:00,56.11488800803213,249.0,44.383078152542375,590.0,44.12592316205534,253.0
2023-01-02T06:00:00,53.55457116465863,249.0,51.50560816934801,590.5,32.655777436082104,277.7
2023-01-02T07:00:00,52.427087496214035,198.1,41.62709682650219,502.6,33.42093778656127,253.0
