time_start,zone,afrr_up_price_eur_mw,afrr_up_volume_mw,afrr_down_price_eur_mw,afrr_down_volume_mw
2022-11-01T00:00:00,SN1,70.0,35.0,110.0,55.0
2022-11-01T00:00:00,SN2,70.0,70.0,110.0,50.0
2022-11-01T00:00:00,SN3,70.0,0.0,110.0,0.0
2022-11-01T00:00:00,SN4,70.0,0.0,110.0,0.0
2022-11-01T01:00:00,SN1,0.0,0.0,0.0,0.0
2022-11-01T01:00:00,SN2,0.0,0.0,0.0,0.0
2022-11-01T01:00:00,SN3,0.0,0.0,0.0,0.0
2022-11-01T01:00:00,SN4,0.0,0.0,0.0,0.0
2022-11-01T02:00:00,SN1,0.0,0.0,0.0,0.0
2022-11-01T02:00:00,SN2,0.0,0.0,0.0,0.0
2022-11-01T02:00:00,SN3,0.0,0.0,0.0,0.0
2022-11-01T02:00:00,SN4,0.0,0.0,0.0,0.0
2022-11-01T03:00:00,SN1,0.0,0.0,0.0,0.0
2022-11-01T03:00:00,SN2,0.0,0.0,0.0,0.0
2022-11-01T03:00:00,SN3,0.0,0.0,0.0,0.0
2022-11-01T03:00:00,SN4,0.0,0.0,0.0,0.0
2022-11-01T04:00:00,SN1,0.0,0.0,0.0,0.0
2022-11-01T04:00:00,SN2,0.0,0.0,0.0,0.0
2022-11-01T04:00:00,SN3,0.0,0.0,0.0,0.0
2022-11-01T04:00:00,SN4,0.0,0.0,0.0,0.0
2022-11-01T05:00:00,SN1,80.0,40.0,200.0,60.0
2022-11-01T05:00:00,SN2,80.0,100.0,200.0,80.0
2022-11-01T05:00:00,SN3,80.0,0.0,200.0,0.0
2022-11-01T05:00:00,SN4,80.0,0.0,200.0,0.0
2022-11-01T06:00:00,SN1,80.0,40.0,80.0,60.0
2022-11-01T06:00:00,SN2,80.0,100.0,80.0,80.0
2022-11-01T06:00:00,SN3,80.0,0.0,80.0,0.0
2022-11-01T06:00:00,SN4,80.0,0.0,80.0,0.0
2022-11-01T07:00:00,SN1,80.0,40.0,80.0,60.0
2022-11-01T07:00:00,SN2,80.0,100.0,80.0,80.0
2022-11-01T07:00:00,SN3,80.0,0.0,80.0,0.0
2022-11-01T07:00:00,SN4,80.0,0.0,80.0,0.0
2022-11-01T08:00:00,SN1,63.0,25.0,52.0,35.0
2022-11-01T08:00:00,SN2,63.0,115.0,52.0,105.0
2022-11-01T08:00:00,SN3,63.0,0.0,52.0,0.0
2022-11-01T08:00:00,SN4,63.0,0.0,52.0,0.0
2022-11-01T09:00:00,SN1,60.0,25.0,60.0,35.0
2022-11-01T09:00:00,SN2,60.0,80.0,60.0,70.0
2022-11-01T09:00:00,SN3,60.0,0.0,60.0,0.0
2022-11-01T09:00:00,SN4,60.0,0.0,60.0,0.0
2022-11-01T10:00:00,SN1,60.0,25.0,60.0,35.0
2022-11-01T10:00:00,SN2,60.0,80.0,60.0,70.0
2022-11-01T10:00:00,SN3,60.0,0.0,60.0,0.0
2022-11-01T10:00:00,SN4,60.0,0.0,60.0,0.0
2022-11-01T11:00:00,SN1,60.0,25.0,60.0,35.0
2022-11-01T11:00:00,SN2,60.0,80.0,60.0,70.0
2022-11-01T11:00:00,SN3,60.0,0.0,60.0,0.0
2022-11-01T11:00:00,SN4,60.0,0.0,60.0,0.0
2022-11-01T12:00:00,SN1,60.1,25.0,60.0,35.0
2022-11-01T12:00:00,SN2,60.1,80.0,60.0,70.0
2022-11-01T12:00:00,SN3,60.1,0.0,60.0,0.0
2022-11-01T12:00:00,SN4,60.1,0.0,60.0,0.0
2022-11-01T13:00:00,SN1,60.1,25.0,60.0,35.0
2022-11-01T13:00:00,SN2,60.1,80.0,60.0,70.0
2022-11-01T13:00:00,SN3,60.1,0.0,60.0,0.0
2022-11-01T13:00:00,SN4,60.1,0.0,60.0,0.0
2022-11-01T14:00:00,SN1,60.1,25.0,60.0,35.0
2022-11-01T14:00:00,SN2,60.1,80.0,60.0,70.0
2022-11-01T14:00:00,SN3,60.1,0.0,60.0,0.0
2022-11-01T14:00:00,SN4,60.1,0.0,60.0,0.0
2022-11-01T15:00:00,SN1,60.1,25.0,55.0,35.0
2022-11-01T15:00:00,SN2,60.1,80.0,55.0,70.0
2022-11-01T15:00:00,SN3,60.1,0.0,55.0,0.0
2022-11-01T15:00:00,SN4,60.1,0.0,55.0,0.0
2022-11-01T16:00:00,SN1,60.1,25.0,55.0,35.0
2022-11-01T16:00:00,SN2,60.1,80.0,55.0,70.0
2022-11-01T16:00:00,SN3,60.1,0.0,55.0,0.0
2022-11-01T16:00:00,SN4,60.1,0.0,55.0,0.0
2022-11-01T17:00:00,SN1,60.1,25.0,55.0,35.0
2022-11-01T17:00:00,SN2,60.1,80.0,55.0,70.0
2022-11-01T17:00:00,SN3,60.1,0.0,55.0,0.0
2022-11-01T17:00:00,SN4,60.1,0.0,55.0,0.0
2022-11-01T18:00:00,SN1,66.0,30.0,55.0,35.0
2022-11-01T18:00:00,SN2,66.0,75.0,55.0,70.0
2022-11-01T18:00:00,SN3,66.0,0.0,55.0,0.0
2022-11-01T18:00:00,SN4,66.0,0.0,55.0,0.0
2022-11-01T19:00:00,SN1,66.0,30.0,55.0,35.0
2022-11-01T19:00:00,SN2,66.0,75.0,55.0,70.0
2022-11-01T19:00:00,SN3,66.0,0.0,55.0,0.0
2022-11-01T19:00:00,SN4,66.0,0.0,55.0,0.0
2022-11-01T20:00:00,SN1,66.0,30.0,55.0,35.0
2022-11-01T20:00:00,SN2,66.0,75.0,55.0,70.0
2022-11-01T20:00:00,SN3,66.0,0.0,55.0,0.0
2022-11-01T20:00:00,SN4,66.0,0.0,55.0,0.0
2022-11-01T21:00:00,SN1,67.0,30.0,55.0,35.0
2022-11-01T21:00:00,SN2,67.0,75.0,55.0,105.0
2022-11-01T21:00:00,SN3,67.0,0.0,55.0,0.0
2022-11-01T21:00:00,SN4,67.0,0.0,55.0,0.0
2022-11-01T22:00:00,SN1,67.0,30.0,55.0,35.0
2022-11-01T22:00:00,SN2,67.0,75.0,55.0,105.0
2022-11-01T22:00:00,SN3,67.0,0.0,55.0,0.0
2022-11-01T22:00:00,SN4,67.0,0.0,55.0,0.0
2022-11-01T23:00:00,SN1,67.0,30.0,55.0,35.0
2022-11-01T23:00:00,SN2,67.0,75.0,55.0,105.0
