inverter_name,event_name,event_code,event_type,time_start_utc,time_end_utc,duration_min,description
SKB-TS2-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:03:55.0240000Z,2026-03-19T10:05:57.0810000Z,0.0,DispatchRun
SKB-TS2-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:03:55.0930000Z,2026-03-19T10:05:57.4920000Z,0.0,DispatchRun
SKB-TS1-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:03:55.1060000Z,2026-03-19T10:05:57.5460000Z,0.0,DispatchRun
SKB-TS2-INV07,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:03:55.1880000Z,2026-03-19T10:05:57.6330000Z,0.0,DispatchRun
SKB-TS1-INV07,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:03:55.2090000Z,2026-03-19T10:05:57.6730000Z,0.0,DispatchRun
SKB-TS2-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:03:55.3140000Z,2026-03-19T10:05:57.7260000Z,0.0,DispatchRun
SKB-TS1-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:03:55.3220000Z,2026-03-19T10:05:57.7520000Z,0.0,DispatchRun
SKB-TS2-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:03:55.3700000Z,2026-03-19T10:05:57.8230000Z,0.0,DispatchRun
SKB-TS1-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:03:55.4270000Z,2026-03-19T10:05:57.8330000Z,0.0,DispatchRun
SKB-TS1-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:03:55.5230000Z,2026-03-19T10:04:56.1000000Z,0.0,DispatchRun
SKB-TS1-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:05:28.8750000Z,2026-03-19T10:05:57.9340000Z,0.0,DispatchRun
SKB-TS2-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:56.3650000Z,2026-03-19T10:08:56.5660000Z,0.0,DispatchRun
SKB-TS1-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:57.4550000Z,2026-03-19T10:08:56.5440000Z,0.0,DispatchRun
SKB-TS2-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:57.5660000Z,2026-03-19T10:08:56.6870000Z,0.0,DispatchRun
SKB-TS1-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:57.6140000Z,2026-03-19T10:08:56.6890000Z,0.0,DispatchRun
SKB-TS2-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:57.6210000Z,2026-03-19T10:08:56.7620000Z,0.0,DispatchRun
SKB-TS1-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:57.7340000Z,2026-03-19T10:08:56.7660000Z,0.0,DispatchRun
SKB-TS2-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:57.7400000Z,2026-03-19T10:08:56.8140000Z,0.0,DispatchRun
SKB-TS2-INV07,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:57.8270000Z,2026-03-19T10:08:56.9370000Z,0.0,DispatchRun
SKB-TS1-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:57.8290000Z,2026-03-19T10:08:56.8570000Z,0.0,DispatchRun
SKB-TS2-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:57.8960000Z,2026-03-19T10:08:57.0410000Z,0.0,DispatchRun
SKB-TS1-INV07,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:57.8980000Z,2026-03-19T10:08:56.9610000Z,0.0,DispatchRun
SKB-TS2-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:58.0240000Z,2026-03-19T10:08:57.0780000Z,0.0,DispatchRun
SKB-TS1-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:58.0260000Z,2026-03-19T10:08:57.0620000Z,0.0,DispatchRun
SKB-TS1-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:58.1030000Z,2026-03-19T10:08:57.1070000Z,0.0,DispatchRun
SKB-TS1-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:06:58.2160000Z,2026-03-19T10:08:57.2610000Z,0.0,DispatchRun
SKB-TS2-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:07:24.7000000Z,2026-03-19T10:16:24.8070000Z,0.0,DispatchRun
SKB-TS1-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:26.4520000Z,2026-03-19T10:16:24.9550000Z,0.0,DispatchRun
SKB-TS2-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:26.6990000Z,2026-03-19T10:16:24.9960000Z,0.0,DispatchRun
SKB-TS1-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:26.7200000Z,2026-03-19T10:16:25.0540000Z,0.0,DispatchRun
SKB-TS2-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:26.9600000Z,2026-03-19T10:16:25.1080000Z,0.0,DispatchRun
SKB-TS1-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:27.0900000Z,2026-03-19T12:09:58.0430000Z,0.0,DispatchRun
SKB-TS2-INV03,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:27.2880000Z,2026-03-19T10:16:25.2250000Z,0.0,DispatchRun
SKB-TS1-INV07,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:27.3880000Z,2026-03-19T10:16:25.2670000Z,0.0,DispatchRun
SKB-TS1-INV02,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:27.4720000Z,2026-03-19T10:16:25.3750000Z,0.0,DispatchRun
SKB-TS2-INV08,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:27.5000000Z,2026-03-19T12:03:27.0750000Z,0.0,DispatchRun
SKB-TS1-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:27.5480000Z,2026-03-19T10:16:25.5110000Z,0.0,DispatchRun
SKB-TS2-INV04,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:27.5580000Z,2026-03-19T10:16:25.5890000Z,0.0,DispatchRun
SKB-TS1-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:57.3850000Z,2026-03-19T10:16:24.8490000Z,0.0,DispatchRun
SKB-TS2-INV05,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:09:57.4280000Z,2026-03-19T10:16:24.9420000Z,0.0,DispatchRun
SKB-TS2-INV07,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:15:26.2500000Z,2026-03-19T10:16:25.3480000Z,0.0,DispatchRun
SKB-TS1-INV06,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:15:26.4390000Z,2026-03-19T10:16:25.6160000Z,0.0,DispatchRun
SKB-TS2-INV01,AlarmWorkState1-DispatchRun,1004,Alarm,2026-03-19T10:16:56.4060000Z,2026-03-19T12:09:57.7000000Z,0.0,DispatchRun
