date,inverter_name,energy_kwh,max_power_kw,rated_kw,capacity_factor_pct
2026-01-24,FJL-TS3-INV03,64.93,23.69,252.5,1.07
2026-01-24,FJL-TS3-INV04,51.81,18.69,252.5,0.85
2026-01-24,FJL-TS3-INV05,57.04,20.83,252.5,0.94
2026-01-24,FJL-TS3-INV06,64.05,23.0,252.5,1.06
2026-01-24,FJL-TS3-INV07,66.96,24.14,252.5,1.1
2026-01-24,FJL-TS3-INV08,58.18,21.05,252.5,0.96
2026-01-24,FJL-TS4-INV01,23.42,8.95,252.5,0.39
2026-01-24,FJL-TS4-INV02,16.06,6.37,252.5,0.27
2026-01-24,FJL-TS4-INV03,13.03,5.26,252.5,0.22
2026-01-24,FJL-TS4-INV04,16.93,6.7,252.5,0.28
2026-01-24,FJL-TS4-INV05,23.56,8.9,252.5,0.39
2026-01-24,FJL-TS4-INV06,26.59,9.93,252.5,0.44
2026-01-24,FJL-TS4-INV07,21.98,8.34,252.5,0.36
2026-01-24,FJL-TS4-INV08,24.23,9.06,252.5,0.4
2026-01-24,FJL-TS5-INV01,34.86,13.13,252.5,0.58
2026-01-24,FJL-TS5-INV02,34.1,12.75,252.5,0.56
2026-01-24,FJL-TS5-INV03,26.71,10.02,252.5,0.44
2026-01-24,FJL-TS5-INV04,36.86,13.71,252.5,0.61
2026-01-24,FJL-TS5-INV05,36.55,13.66,252.5,0.6
2026-01-24,FJL-TS5-INV06,29.27,10.97,252.5,0.48
2026-01-24,FJL-TS5-INV07,25.62,9.61,252.5,0.42
2026-01-24,FJL-TS5-INV08,48.6,17.94,252.5,0.8
2026-01-24,FJL-TS5-INV09,45.98,16.91,252.5,0.76
2026-01-24,FJL-TS5-INV10,28.21,10.46,252.5,0.47
2026-01-24,FJL-TS6-INV01,29.26,11.0,252.5,0.48
2026-01-24,FJL-TS6-INV02,27.55,10.33,252.5,0.45
2026-01-24,FJL-TS6-INV03,41.38,15.21,252.5,0.68
2026-01-24,FJL-TS6-INV04,50.37,18.45,252.5,0.83
2026-01-24,FJL-TS6-INV05,63.01,22.84,252.5,1.04
2026-01-24,FJL-TS6-INV06,31.19,11.69,252.5,0.51
2026-01-24,FJL-TS6-INV07,34.94,12.93,252.5,0.58
2026-01-24,FJL-TS6-INV08,34.58,12.79,252.5,0.57
2026-01-24,FJL-TS6-INV09,47.87,17.56,252.5,0.79
2026-01-24,FJL-TS6-INV10,29.1,10.89,252.5,0.48
2026-01-25,FJL-TS1-INV01,33.85,10.69,252.5,0.56
2026-01-25,FJL-TS1-INV02,34.88,11.04,252.5,0.58
2026-01-25,FJL-TS1-INV03,35.04,11.18,252.5,0.58
2026-01-25,FJL-TS1-INV04,31.79,10.27,252.5,0.52
2026-01-25,FJL-TS1-INV05,31.24,9.91,252.5,0.52
2026-01-25,FJL-TS1-INV06,32.8,10.38,252.5,0.54
2026-01-25,FJL-TS1-INV07,31.41,10.01,252.5,0.52
2026-01-25,FJL-TS1-INV08,30.12,9.4,252.5,0.5
2026-01-25,FJL-TS1-INV09,36.52,11.54,252.5,0.6
2026-01-25,FJL-TS1-INV10,32.84,10.47,252.5,0.54
2026-01-25,FJL-TS2-INV01,25.62,7.79,252.5,0.42
2026-01-25,FJL-TS2-INV02,26.86,8.44,252.5,0.44
2026-01-25,FJL-TS2-INV03,31.27,9.84,252.5,0.52
2026-01-25,FJL-TS2-INV04,31.66,10.09,252.5,0.52
2026-01-25,FJL-TS2-INV05,33.88,10.62,252.5,0.56
2026-01-25,FJL-TS2-INV06,29.37,9.06,252.5,0.48
2026-01-25,FJL-TS2-INV07,33.84,10.79,252.5,0.56
2026-01-25,FJL-TS2-INV08,32.64,10.3,252.5,0.54
2026-01-25,FJL-TS2-INV09,32.62,10.3,252.5,0.54
2026-01-25,FJL-TS2-INV10,32.66,10.37,252.5,0.54
2026-01-25,FJL-TS3-INV01,36.3,11.65,252.5,0.6
2026-01-25,FJL-TS3-INV02,36.89,11.71,252.5,0.61
2026-01-25,FJL-TS3-INV03,36.06,11.56,252.5,0.6
2026-01-25,FJL-TS3-INV04,36.18,11.26,252.5,0.6
2026-01-25,FJL-TS3-INV05,35.13,11.25,252.5,0.58
2026-01-25,FJL-TS3-INV06,36.04,11.48,252.5,0.59
2026-01-25,FJL-TS3-INV07,35.87,11.44,252.5,0.59
2026-01-25,FJL-TS3-INV08,35.23,11.02,252.5,0.58
2026-01-25,FJL-TS4-INV01,27.8,8.91,252.5,0.46
2026-01-25,FJL-TS4-INV02,21.04,6.83,252.5,0.35
2026-01-25,FJL-TS4-INV03,17.55,5.37,252.5,0.29
2026-01-25,FJL-TS4-INV04,23.48,7.29,252.5,0.39
2026-01-25,FJL-TS4-INV05,27.18,8.58,252.5,0.45
2026-01-25,FJL-TS4-INV06,28.91,9.16,252.5,0.48
2026-01-25,FJL-TS4-INV07,25.56,8.0,252.5,0.42
2026-01-25,FJL-TS4-INV08,29.15,8.85,252.5,0.48
2026-01-25,FJL-TS5-INV01,28.2,9.28,252.5,0.47
2026-01-25,FJL-TS5-INV02,29.05,9.31,252.5,0.48
2026-01-25,FJL-TS5-INV03,26.97,8.64,252.5,0.45
2026-01-25,FJL-TS5-INV04,29.71,9.62,252.5,0.49
2026-01-25,FJL-TS5-INV05,30.21,9.73,252.5,0.5
2026-01-25,FJL-TS5-INV06,29.27,9.42,252.5,0.48
2026-01-25,FJL-TS5-INV07,28.05,9.02,252.5,0.46
2026-01-25,FJL-TS5-INV08,31.39,10.19,252.5,0.52
2026-01-25,FJL-TS5-INV09,32.33,10.46,252.5,0.53
2026-01-25,FJL-TS5-INV10,28.46,8.89,252.5,0.47
2026-01-25,FJL-TS6-INV01,28.5,9.33,252.5,0.47
2026-01-25,FJL-TS6-INV02,26.9,8.8,252.5,0.44
2026-01-25,FJL-TS6-INV03,29.93,9.83,252.5,0.49
2026-01-25,FJL-TS6-INV04,30.3,9.95,252.5,0.5
2026-01-25,FJL-TS6-INV05,34.68,11.08,252.5,0.57
2026-01-25,FJL-TS6-INV06,27.83,9.1,252.5,0.46
