time_start,time_end,SEK_per_kWh,EUR_per_kWh,EXR
2025-01-01T00:00:00+01:00,2025-01-01T00:15:00+01:00,0.03057,0.00267,11.450144
2025-01-01T00:15:00+01:00,2025-01-01T00:30:00+01:00,0.03057,0.00267,11.450144
2025-01-01T00:30:00+01:00,2025-01-01T00:45:00+01:00,0.03057,0.00267,11.450144
2025-01-01T00:45:00+01:00,2025-01-01T01:00:00+01:00,0.03057,0.00267,11.450144
2025-01-01T01:00:00+01:00,2025-01-01T01:15:00+01:00,0.02336,0.00204,11.450144
2025-01-01T01:15:00+01:00,2025-01-01T01:30:00+01:00,0.02336,0.00204,11.450144
2025-01-01T01:30:00+01:00,2025-01-01T01:45:00+01:00,0.02336,0.00204,11.450144
2025-01-01T01:45:00+01:00,2025-01-01T02:00:00+01:00,0.02336,0.00204,11.450144
2025-01-01T02:00:00+01:00,2025-01-01T02:15:00+01:00,0.02336,0.00204,11.450144
2025-01-01T02:15:00+01:00,2025-01-01T02:30:00+01:00,0.02336,0.00204,11.450144
2025-01-01T02:30:00+01:00,2025-01-01T02:45:00+01:00,0.02336,0.00204,11.450144
2025-01-01T02:45:00+01:00,2025-01-01T03:00:00+01:00,0.02336,0.00204,11.450144
2025-01-01T03:00:00+01:00,2025-01-01T03:15:00+01:00,0.01763,0.00154,11.450144
2025-01-01T03:15:00+01:00,2025-01-01T03:30:00+01:00,0.01763,0.00154,11.450144
2025-01-01T03:30:00+01:00,2025-01-01T03:45:00+01:00,0.01763,0.00154,11.450144
2025-01-01T03:45:00+01:00,2025-01-01T04:00:00+01:00,0.01763,0.00154,11.450144
2025-01-01T04:00:00+01:00,2025-01-01T04:15:00+01:00,0.01351,0.00118,11.450144
2025-01-01T04:15:00+01:00,2025-01-01T04:30:00+01:00,0.01351,0.00118,11.450144
2025-01-01T04:30:00+01:00,2025-01-01T04:45:00+01:00,0.01351,0.00118,11.450144
2025-01-01T04:45:00+01:00,2025-01-01T05:00:00+01:00,0.01351,0.00118,11.450144
2025-01-01T05:00:00+01:00,2025-01-01T05:15:00+01:00,0.02725,0.00238,11.450144
2025-01-01T05:15:00+01:00,2025-01-01T05:30:00+01:00,0.02725,0.00238,11.450144
2025-01-01T05:30:00+01:00,2025-01-01T05:45:00+01:00,0.02725,0.00238,11.450144
2025-01-01T05:45:00+01:00,2025-01-01T06:00:00+01:00,0.02725,0.00238,11.450144
2025-01-01T06:00:00+01:00,2025-01-01T06:15:00+01:00,0.01477,0.00129,11.450144
2025-01-01T06:15:00+01:00,2025-01-01T06:30:00+01:00,0.01477,0.00129,11.450144
2025-01-01T06:30:00+01:00,2025-01-01T06:45:00+01:00,0.01477,0.00129,11.450144
2025-01-01T06:45:00+01:00,2025-01-01T07:00:00+01:00,0.01477,0.00129,11.450144
2025-01-01T07:00:00+01:00,2025-01-01T07:15:00+01:00,0.01706,0.00149,11.450144
2025-01-01T07:15:00+01:00,2025-01-01T07:30:00+01:00,0.01706,0.00149,11.450144
2025-01-01T07:30:00+01:00,2025-01-01T07:45:00+01:00,0.01706,0.00149,11.450144
2025-01-01T07:45:00+01:00,2025-01-01T08:00:00+01:00,0.01706,0.00149,11.450144
