time_start,zone,mfrr_up_price_eur_mwh,mfrr_up_volume_mwh,mfrr_down_price_eur_mwh,mfrr_down_volume_mwh
2022-01-01T00:00:00,SE1,46.6,0.0,46.6,0.0
2022-01-01T00:00:00,SE2,46.6,0.0,46.6,0.0
2022-01-01T00:00:00,SE3,46.6,0.0,46.6,0.0
2022-01-01T00:00:00,SE4,46.6,0.0,46.6,0.0
2022-01-01T01:00:00,SE1,41.33,0.0,41.33,0.0
2022-01-01T01:00:00,SE2,41.33,0.0,41.33,0.0
2022-01-01T01:00:00,SE3,41.33,0.0,41.33,0.0
2022-01-01T01:00:00,SE4,41.33,0.0,41.33,0.0
2022-01-01T02:00:00,SE1,42.18,0.0,42.18,0.0
2022-01-01T02:00:00,SE2,42.18,0.0,42.18,0.0
2022-01-01T02:00:00,SE3,42.18,0.0,42.18,0.0
2022-01-01T02:00:00,SE4,42.18,0.0,42.18,0.0
2022-01-01T03:00:00,SE1,44.37,0.0,44.37,0.0
2022-01-01T03:00:00,SE2,44.37,0.0,44.37,0.0
2022-01-01T03:00:00,SE3,44.37,0.0,44.37,0.0
2022-01-01T03:00:00,SE4,44.37,0.0,44.37,0.0
2022-01-01T04:00:00,SE1,37.67,0.0,37.67,0.0
2022-01-01T04:00:00,SE2,37.67,0.0,37.67,0.0
2022-01-01T04:00:00,SE3,37.67,0.0,37.67,0.0
2022-01-01T04:00:00,SE4,37.67,0.0,37.67,0.0
2022-01-01T05:00:00,SE1,39.7,0.0,39.7,0.0
2022-01-01T05:00:00,SE2,39.7,0.0,39.7,0.0
2022-01-01T05:00:00,SE3,39.7,0.0,39.7,0.0
2022-01-01T05:00:00,SE4,39.7,0.0,39.7,0.0
2022-01-01T06:00:00,SE1,40.59,0.0,40.59,0.0
2022-01-01T06:00:00,SE2,40.59,0.0,40.59,0.0
2022-01-01T06:00:00,SE3,40.59,0.0,40.59,0.0
2022-01-01T06:00:00,SE4,40.59,0.0,40.59,0.0
2022-01-01T07:00:00,SE1,43.26,0.0,43.26,0.0
2022-01-01T07:00:00,SE2,43.26,0.0,43.26,0.0
2022-01-01T07:00:00,SE3,43.26,0.0,43.26,0.0
2022-01-01T07:00:00,SE4,43.26,0.0,43.26,0.0
2022-01-01T08:00:00,SE1,49.44,0.0,43.14,271.733
2022-01-01T08:00:00,SE2,49.44,0.0,43.14,10.0
2022-01-01T08:00:00,SE3,49.66,0.0,43.14,10.0
2022-01-01T08:00:00,SE4,49.66,0.0,43.14,0.0
2022-01-01T09:00:00,SE1,49.46,0.0,43.13,302.067
2022-01-01T09:00:00,SE2,49.46,0.0,43.13,10.0
2022-01-01T09:00:00,SE3,70.05,0.0,43.13,10.0
2022-01-01T09:00:00,SE4,70.05,0.0,43.13,0.0
2022-01-01T10:00:00,SE1,49.27,0.0,49.27,0.0
2022-01-01T10:00:00,SE2,49.27,0.0,49.27,0.0
2022-01-01T10:00:00,SE3,76.79,0.0,50.0,51.2
2022-01-01T10:00:00,SE4,76.79,0.0,50.0,0.0
2022-01-01T11:00:00,SE1,48.89,0.0,48.89,0.0
2022-01-01T11:00:00,SE2,48.89,0.0,48.89,0.0
2022-01-01T11:00:00,SE3,84.1,0.0,84.1,0.0
2022-01-01T11:00:00,SE4,84.1,0.0,84.1,0.0
2022-01-01T12:00:00,SE1,48.45,0.0,48.45,0.0
2022-01-01T12:00:00,SE2,48.45,0.0,48.45,0.0
2022-01-01T12:00:00,SE3,94.74,0.0,65.0,5.0
2022-01-01T12:00:00,SE4,94.74,0.0,65.0,0.0
2022-01-01T13:00:00,SE1,48.74,0.0,48.74,0.0
2022-01-01T13:00:00,SE2,48.74,0.0,48.74,0.0
2022-01-01T13:00:00,SE3,96.8,0.0,50.21,10.0
2022-01-01T13:00:00,SE4,96.8,0.0,50.21,0.0
2022-01-01T14:00:00,SE1,49.06,0.0,49.06,0.0
2022-01-01T14:00:00,SE2,49.06,0.0,49.06,0.0
2022-01-01T14:00:00,SE3,97.17,0.0,56.0,5.5
2022-01-01T14:00:00,SE4,97.17,0.0,56.0,0.0
2022-01-01T15:00:00,SE1,49.56,0.0,49.56,0.0
2022-01-01T15:00:00,SE2,49.56,0.0,49.56,0.0
2022-01-01T15:00:00,SE3,101.27,0.0,101.27,0.0
2022-01-01T15:00:00,SE4,101.27,0.0,101.27,0.0
2022-01-01T16:00:00,SE1,50.28,0.0,50.28,0.0
2022-01-01T16:00:00,SE2,50.28,0.0,50.28,0.0
2022-01-01T16:00:00,SE3,126.6,0.0,102.0,10.833
2022-01-01T16:00:00,SE4,126.6,0.0,102.0,0.0
2022-01-01T17:00:00,SE1,50.92,0.0,50.92,0.0
2022-01-01T17:00:00,SE2,50.92,0.0,50.92,0.0
2022-01-01T17:00:00,SE3,149.97,0.0,102.0,10.0
2022-01-01T17:00:00,SE4,149.97,0.0,102.0,0.0
2022-01-01T18:00:00,SE1,49.42,0.0,49.42,0.0
2022-01-01T18:00:00,SE2,49.42,0.0,49.42,0.0
2022-01-01T18:00:00,SE3,146.33,0.0,102.0,8.167
2022-01-01T18:00:00,SE4,146.33,0.0,102.0,0.0
2022-01-01T19:00:00,SE1,48.72,0.0,48.72,0.0
2022-01-01T19:00:00,SE2,48.72,0.0,48.72,0.0
2022-01-01T19:00:00,SE3,140.28,0.0,80.0,52.0
2022-01-01T19:00:00,SE4,140.28,0.0,80.0,0.0
2022-01-01T20:00:00,SE1,48.28,0.0,48.28,0.0
2022-01-01T20:00:00,SE2,48.28,0.0,48.28,0.0
2022-01-01T20:00:00,SE3,121.88,0.0,80.0,52.0
2022-01-01T20:00:00,SE4,121.88,0.0,80.0,0.0
2022-01-01T21:00:00,SE1,47.61,0.0,42.95,58.333
2022-01-01T21:00:00,SE2,47.61,0.0,42.95,78.167
2022-01-01T21:00:00,SE3,102.61,0.0,42.95,76.8
2022-01-01T21:00:00,SE4,102.61,0.0,42.95,0.0
2022-01-01T22:00:00,SE1,47.23,0.0,42.48,210.833
2022-01-01T22:00:00,SE2,47.23,0.0,42.48,124.0
2022-01-01T22:00:00,SE3,95.12,0.0,42.48,10.0
2022-01-01T22:00:00,SE4,95.12,0.0,42.48,0.0
2022-01-01T23:00:00,SE1,46.74,0.0,28.0,634.283
2022-01-01T23:00:00,SE2,46.74,0.0,28.0,175.6
2022-01-01T23:00:00,SE3,83.11,0.0,28.0,64.0
