time_start,zone,afrr_up_price_eur_mw,afrr_up_volume_mw,afrr_down_price_eur_mw,afrr_down_volume_mw
2024-01-01T00:00:00,SN1,20.0,25.0,30.2,30.0
2024-01-01T00:00:00,SN2,0.0,0.0,30.2,27.0
2024-01-01T00:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T00:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T01:00:00,SN1,0.0,0.0,0.0,0.0
2024-01-01T01:00:00,SN2,0.0,0.0,0.0,0.0
2024-01-01T01:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T01:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T02:00:00,SN1,0.0,0.0,0.0,0.0
2024-01-01T02:00:00,SN2,0.0,0.0,0.0,0.0
2024-01-01T02:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T02:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T03:00:00,SN1,0.0,0.0,0.0,0.0
2024-01-01T03:00:00,SN2,0.0,0.0,0.0,0.0
2024-01-01T03:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T03:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T04:00:00,SN1,0.0,0.0,0.0,0.0
2024-01-01T04:00:00,SN2,0.0,0.0,0.0,0.0
2024-01-01T04:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T04:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T05:00:00,SN1,25.0,30.0,32.0,35.0
2024-01-01T05:00:00,SN2,0.0,0.0,32.0,27.0
2024-01-01T05:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T05:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T06:00:00,SN1,25.5,30.0,32.0,35.0
2024-01-01T06:00:00,SN2,0.0,0.0,32.0,27.0
2024-01-01T06:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T06:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T07:00:00,SN1,29.0,30.0,32.7,35.0
2024-01-01T07:00:00,SN2,0.0,0.0,32.7,27.0
2024-01-01T07:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T07:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T08:00:00,SN1,23.7,30.0,31.0,35.0
2024-01-01T08:00:00,SN2,0.0,0.0,31.0,27.0
2024-01-01T08:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T08:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T09:00:00,SN1,20.0,25.0,19.9,20.0
2024-01-01T09:00:00,SN2,0.0,0.0,23.0,27.0
2024-01-01T09:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T09:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T10:00:00,SN1,19.0,25.0,21.1,25.0
2024-01-01T10:00:00,SN2,0.0,0.0,21.1,27.0
2024-01-01T10:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T10:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T11:00:00,SN1,16.02,25.0,19.0,20.0
2024-01-01T11:00:00,SN2,0.0,0.0,19.0,27.0
2024-01-01T11:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T11:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T12:00:00,SN1,16.46,20.0,21.0,20.0
2024-01-01T12:00:00,SN2,0.0,0.0,21.0,27.0
2024-01-01T12:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T12:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T13:00:00,SN1,16.46,20.0,26.5,20.0
2024-01-01T13:00:00,SN2,0.0,0.0,26.5,27.0
2024-01-01T13:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T13:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T14:00:00,SN1,16.46,20.0,22.5,20.0
2024-01-01T14:00:00,SN2,0.0,0.0,22.5,27.0
2024-01-01T14:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T14:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T15:00:00,SN1,15.67,20.0,20.0,20.0
2024-01-01T15:00:00,SN2,0.0,0.0,20.0,27.0
2024-01-01T15:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T15:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T16:00:00,SN1,15.67,20.0,20.0,20.0
2024-01-01T16:00:00,SN2,0.0,0.0,20.0,27.0
2024-01-01T16:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T16:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T17:00:00,SN1,15.67,20.0,19.6,20.0
2024-01-01T17:00:00,SN2,0.0,0.0,19.6,27.0
2024-01-01T17:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T17:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T18:00:00,SN1,15.67,20.0,19.2,20.0
2024-01-01T18:00:00,SN2,0.0,0.0,19.2,27.0
2024-01-01T18:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T18:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T19:00:00,SN1,15.67,20.0,19.0,20.0
2024-01-01T19:00:00,SN2,0.0,0.0,21.5,27.0
2024-01-01T19:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T19:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T20:00:00,SN1,15.67,20.0,19.0,20.0
2024-01-01T20:00:00,SN2,0.0,0.0,26.0,27.0
2024-01-01T20:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T20:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T21:00:00,SN1,16.0,20.0,43.0,40.0
2024-01-01T21:00:00,SN2,0.0,0.0,43.0,48.0
2024-01-01T21:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T21:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T22:00:00,SN1,16.0,20.0,43.0,40.0
2024-01-01T22:00:00,SN2,0.0,0.0,43.0,48.0
2024-01-01T22:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T22:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-01T23:00:00,SN1,16.0,20.0,43.0,40.0
2024-01-01T23:00:00,SN2,0.0,0.0,43.0,48.0
2024-01-01T23:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-01T23:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-02T00:00:00,SN1,18.0,25.0,31.0,35.0
2024-01-02T00:00:00,SN2,18.0,25.0,31.0,27.0
2024-01-02T00:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-02T00:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-02T01:00:00,SN1,0.0,0.0,0.0,0.0
2024-01-02T01:00:00,SN2,0.0,0.0,0.0,0.0
2024-01-02T01:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-02T01:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-02T02:00:00,SN1,0.0,0.0,0.0,0.0
2024-01-02T02:00:00,SN2,0.0,0.0,0.0,0.0
2024-01-02T02:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-02T02:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-02T03:00:00,SN1,0.0,0.0,0.0,0.0
2024-01-02T03:00:00,SN2,0.0,0.0,0.0,0.0
2024-01-02T03:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-02T03:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-02T04:00:00,SN1,0.0,0.0,0.0,0.0
2024-01-02T04:00:00,SN2,0.0,0.0,0.0,0.0
2024-01-02T04:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-02T04:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-02T05:00:00,SN1,23.0,30.0,36.0,35.0
2024-01-02T05:00:00,SN2,27.0,25.0,36.0,27.0
2024-01-02T05:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-02T05:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-02T06:00:00,SN1,25.0,30.0,36.0,35.0
2024-01-02T06:00:00,SN2,25.0,25.0,36.0,27.0
2024-01-02T06:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-02T06:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-02T07:00:00,SN1,25.0,30.0,31.0,35.0
2024-01-02T07:00:00,SN2,25.0,25.0,31.0,27.0
2024-01-02T07:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-02T07:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-02T08:00:00,SN1,23.0,25.0,26.7,25.0
2024-01-02T08:00:00,SN2,23.0,25.0,26.7,27.0
2024-01-02T08:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-02T08:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-02T09:00:00,SN1,18.0,25.0,17.3,15.0
2024-01-02T09:00:00,SN2,18.0,25.0,17.3,42.0
2024-01-02T09:00:00,SN3,0.0,0.0,0.0,0.0
2024-01-02T09:00:00,SN4,0.0,0.0,0.0,0.0
2024-01-02T10:00:00,SN1,16.0,25.0,21.5,25.0
2024-01-02T10:00:00,SN2,16.0,25.0,21.5,42.0
2024-01-02T10:00:00,SN3,0.0,0.0,0.0,0.0
