PVSYST 7.4.8
,File,File date,Description
Project,230628 - Böda Sand.PRJ,05/09/23 14h59,230628 - Böda Sand,
Geographical Site,Fagerum_MN81.SIT,05/09/23 14h59,Fagerum;Sweden;Europe;,
Weather data,Fagerum_MN81_SYN.MET,28/06/23 14h24,Fagerum;Meteonorm 8.1 (1991-2013), Sat=100%;Synthetic,
Simulation variant,230628 - Böda Sand.VCG,27/03/25 11h53,250317 - Böda Sand E-W without trees tilt5_0azimuth,
Simulation date,,10/04/25 12h13

Simulation:,Hourly values, from 01/01/90, to 31/12/90 

date,EffArrR,EffSysR,PR,Yf,Yr,E_Grid,ShdLoss,GlobHor,GlobInc,GlobEff,FShdGl,FIAMGl,FIAMShd,EArrMPP,IL_Pmin,IL_Pmax
    ,%,%,ratio,kWh/kWp/day,kWh/m²/day,kW,W/m²,W/m²,W/m²,W/m²,ratio,ratio,ratio,kW,kW,kW

01/01/90 00:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 01:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 02:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 03:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 04:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 05:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 06:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 07:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 08:00,0,0,0,-0.0161,0,-1.8239,0,0.3003,0,0,1,1,1,0,0,0
01/01/90 09:00,0,0,0,-0.0161,0,-1.8239,0,3.495,0,0,1,1,1,0,0,0
01/01/90 10:00,17.405,16.657,0.7237,1.0337,1.4284,116.9,0.0951,59.606,59.518,46.572,0.9984,0.8708,0.8694,122.15,0,0
01/01/90 11:00,18.012,17.385,0.7553,1.3657,1.8081,154.44,0.1226,75.702,75.339,60.558,0.9984,0.8946,0.8931,160.01,0,0
01/01/90 12:00,17.517,16.881,0.7334,1.29,1.7589,145.88,0.1139,73.394,73.287,57.437,0.9984,0.8722,0.8708,151.38,0,0
01/01/90 13:00,18.674,17.111,0.7434,0.6353,0.8545,71.841,0.0746,35.905,35.606,30.427,0.9979,0.9515,0.9495,78.406,0,0
01/01/90 14:00,18.259,14.295,0.6211,0.2914,0.4692,32.955,0.056,19.796,19.55,16.718,0.9971,0.9529,0.9501,42.094,0,0
01/01/90 15:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 16:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 17:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 18:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 19:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 20:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 21:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 22:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
01/01/90 23:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 00:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 01:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 02:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 03:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 04:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 05:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 06:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 07:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 08:00,0,0,0,-0.0161,0,-1.8239,0,0.6007,0,0,1,1,1,0,0,0
02/01/90 09:00,18.402,14.696,0.6385,0.3144,0.4924,35.554,0.042,20.697,20.516,17.619,0.998,0.9562,0.9542,44.518,0,0
02/01/90 10:00,18.735,17.058,0.7411,0.6084,0.821,68.808,0.0695,34.499,34.208,29.357,0.998,0.9555,0.9535,75.573,0,0
02/01/90 11:00,17.465,16.855,0.7323,1.3634,1.8619,154.18,0.113,77.695,77.579,60.643,0.9985,0.8698,0.8685,159.77,0,0
02/01/90 12:00,18.782,17.876,0.7766,0.9023,1.1618,102.04,0.0965,48.807,48.408,41.266,0.998,0.9491,0.9472,107.21,0,0
02/01/90 13:00,16.087,15.418,0.6698,1.0869,1.6226,122.92,0.2363,67.497,67.609,49.241,0.9965,0.8121,0.8092,128.25,0,0
02/01/90 14:00,14.645,12.861,0.5587,0.4891,0.8753,55.31,1.2991,38.103,36.472,25.011,0.9644,0.7901,0.7619,62.984,0,0
02/01/90 15:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 16:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 17:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 18:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 19:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 20:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 21:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 22:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
02/01/90 23:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 00:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 01:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 02:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 03:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 04:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 05:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 06:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 07:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 08:00,0,0,0,-0.0161,0,-1.8239,0,0.3959,0,0,1,1,1,0,0,0
03/01/90 09:00,16.049,13.885,0.6032,0.4506,0.747,50.959,0.1353,31.701,31.124,23.099,0.9957,0.8282,0.8246,58.899,0,0
03/01/90 10:00,18.747,17.543,0.7622,0.742,0.9736,83.915,0.0811,40.902,40.565,34.585,0.998,0.9492,0.9473,89.672,0,0
03/01/90 11:00,17.714,17.076,0.7419,1.3049,1.7589,147.57,0.1122,73.394,73.288,58.074,0.9985,0.8818,0.8805,153.08,0,0
03/01/90 12:00,16.722,16.178,0.7028,1.505,2.1413,170.2,0.1122,89.095,89.22,66.545,0.9987,0.8298,0.8287,175.93,0,0
03/01/90 13:00,16.009,15.439,0.6708,1.3312,1.9845,150.54,0.2857,82.596,82.69,59.469,0.9965,0.8019,0.7991,156.1,0,0
03/01/90 14:00,13.707,12.236,0.5316,0.5374,1.011,60.779,1.7944,43.605,42.124,27.038,0.9574,0.7449,0.7132,68.082,0,0
03/01/90 15:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 16:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 17:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 18:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 19:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 20:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 21:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 22:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
03/01/90 23:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 00:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 01:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 02:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 03:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 04:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 05:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 06:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 07:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 08:00,0,0,0,-0.0161,0,-1.8239,0,0.3959,0,0,1,1,1,0,0,0
04/01/90 09:00,18.353,10.546,0.4582,0.1239,0.2705,14.016,0.0239,11.304,11.271,9.8728,0.9979,0.9754,0.9733,24.392,0,0
04/01/90 10:00,18.751,15.832,0.6878,0.3992,0.5804,45.145,0.0506,24.397,24.183,20.985,0.9979,0.9662,0.9642,53.471,0,0
04/01/90 11:00,18.809,16.36,0.7108,0.4633,0.6519,52.396,0.057,27.4,27.161,23.546,0.9979,0.9652,0.9632,60.241,0,0
04/01/90 12:00,18.799,16.306,0.7084,0.4567,0.6447,51.651,0.0564,27.1,26.863,23.291,0.9979,0.9654,0.9634,59.547,0,0
04/01/90 13:00,18.693,15.239,0.6621,0.3417,0.5161,38.637,0.0452,21.693,21.502,18.704,0.9979,0.9686,0.9665,47.396,0,0
04/01/90 14:00,18.177,8.6979,0.3779,0.0864,0.2287,9.7749,0.0201,9.502,9.5306,8.3432,0.9979,0.9747,0.9727,20.427,0,0
04/01/90 15:00,0,0,0,-0.0161,0,-1.8239,0,0.2048,0,0,1,1,1,0,0,0
04/01/90 16:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 17:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 18:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 19:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 20:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 21:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 22:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
04/01/90 23:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 00:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 01:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 02:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 03:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 04:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 05:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 06:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 07:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 08:00,0,0,0,-0.0161,0,-1.8239,0,0.3959,0,0,1,1,1,0,0,0
05/01/90 09:00,18.469,13.199,0.5734,0.2148,0.3746,24.294,0.0325,15.7,15.61,13.562,0.9979,0.9674,0.9654,33.995,0,0
05/01/90 10:00,18.808,17.257,0.7497,0.6406,0.8545,72.45,0.0723,35.905,35.603,30.537,0.998,0.9549,0.953,78.96,0,0
05/01/90 11:00,18.92,17.962,0.7804,0.8469,1.0853,95.778,0.0911,45.599,45.22,38.72,0.998,0.9533,0.9514,100.89,0,0
05/01/90 12:00,18.889,17.638,0.7663,0.7295,0.9519,82.495,0.0809,40.001,39.664,34.085,0.998,0.9568,0.9548,88.346,0,0
05/01/90 13:00,18.741,16.482,0.7161,0.4924,0.6877,55.688,0.0591,28.902,28.653,24.734,0.9979,0.9611,0.9591,63.319,0,0
05/01/90 14:00,18.326,12.415,0.5394,0.1844,0.342,20.859,0.0296,14.294,14.249,12.37,0.9979,0.9666,0.9646,30.791,0,0
05/01/90 15:00,0,0,0,-0.0161,0,-1.8239,0,0.2048,0,0,1,1,1,0,0,0
05/01/90 16:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 17:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 18:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 19:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 20:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 21:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 22:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
05/01/90 23:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 00:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 01:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 02:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 03:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 04:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 05:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 06:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 07:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 08:00,0,0,0,-0.0161,0,-1.8239,0,0.3959,0,0,1,1,1,0,0,0
06/01/90 09:00,18.459,15.91,0.6912,0.4413,0.6385,49.911,0.06,26.895,26.603,22.561,0.9977,0.9444,0.9423,57.906,0,0
06/01/90 10:00,18.024,17.275,0.7505,1.0737,1.4306,121.42,0.1032,59.906,59.607,48.102,0.9983,0.8982,0.8966,126.69,0,0
06/01/90 11:00,18.53,17.846,0.7753,1.2533,1.6165,141.73,0.1199,67.701,67.354,55.68,0.9982,0.9202,0.9185,147.17,0,0
06/01/90 12:00,18.3,17.661,0.7673,1.3541,1.7648,153.14,0.1248,73.9,73.535,59.95,0.9983,0.9074,0.9058,158.68,0,0
06/01/90 13:00,17.772,17.012,0.7391,1.0396,1.4065,117.57,0.144,58.896,58.606,46.841,0.9975,0.8902,0.8881,122.82,0,0
06/01/90 14:00,16.559,14.099,0.6126,0.4158,0.6787,47.017,0.4864,28.806,28.28,21.736,0.9828,0.869,0.854,55.217,0,0
06/01/90 15:00,0,0,0,-0.0161,0,-1.8239,0,0.3003,0,0,1,1,1,0,0,0
06/01/90 16:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 17:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 18:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 19:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 20:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 21:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 22:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
06/01/90 23:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 00:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 01:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 02:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 03:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 04:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 05:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 06:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 07:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 08:00,0,0,0,-0.0161,0,-1.8239,0,0.3959,0,0,1,1,1,0,0,0
07/01/90 09:00,15.489,13.8,0.5995,0.5292,0.8827,59.851,0.1818,37.107,36.78,26.085,0.9951,0.7919,0.788,67.174,0,0
07/01/90 10:00,17.586,16.893,0.7339,1.1468,1.5625,129.69,0.1039,65.203,65.104,51.077,0.9984,0.8731,0.8717,135.01,0,0
07/01/90 11:00,17.126,16.6,0.7212,1.6276,2.2568,184.06,0.1147,93.9,94.032,71.231,0.9988,0.8427,0.8417,189.9,0,0
07/01/90 12:00,18.876,18.142,0.7882,1.1712,1.486,132.45,0.1185,62.404,61.916,52.234,0.9981,0.9392,0.9374,137.81,0,0
07/01/90 13:00,18.199,17.383,0.7552,0.9773,1.294,110.52,0.123,54.199,53.918,44.113,0.9977,0.9111,0.909,115.71,0,0
07/01/90 14:00,16.859,14.432,0.627,0.4266,0.6804,48.242,0.4331,28.806,28.349,22.031,0.9847,0.8769,0.8635,56.356,0,0
07/01/90 15:00,0,0,0,-0.0161,0,-1.8239,0,0.3003,0,0,1,1,1,0,0,0
07/01/90 16:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 17:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 18:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 19:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 20:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 21:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 22:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
07/01/90 23:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 00:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 01:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 02:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 03:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 04:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 05:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 06:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 07:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 08:00,0,0,0,-0.0161,0,-1.8239,0,0.6963,0,0,1,1,1,0,0,0
08/01/90 09:00,17.793,15.579,0.6768,0.4798,0.7089,54.262,0.0843,29.803,29.538,24.125,0.9971,0.9101,0.9075,61.973,0,0
08/01/90 10:00,18.833,17.651,0.7669,0.75,0.9781,84.822,0.0818,41.093,40.753,34.798,0.998,0.9507,0.9487,90.504,0,0
08/01/90 11:00,17.641,17.074,0.7418,1.5269,2.0584,172.67,0.1219,85.9,85.768,67.228,0.9986,0.8722,0.8709,178.41,0,0
08/01/90 12:00,18.184,17.552,0.7626,1.3695,1.7959,154.88,0.1236,75.197,74.829,60.733,0.9983,0.9033,0.9018,160.45,0,0
08/01/90 13:00,18.762,16.812,0.7304,0.5493,0.752,62.118,0.0644,31.605,31.335,27.003,0.9979,0.9595,0.9575,69.325,0,0
08/01/90 14:00,18.412,13.671,0.5939,0.2423,0.4079,27.399,0.0357,17.106,16.996,14.718,0.9979,0.9642,0.9622,36.901,0,0
08/01/90 15:00,0,0,0,-0.0161,0,-1.8239,0,0.3959,0,0,1,1,1,0,0,0
08/01/90 16:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 17:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 18:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 19:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 20:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 21:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 22:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
08/01/90 23:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 00:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 01:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 02:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 03:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 04:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 05:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 06:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 07:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 08:00,0,0,0,-0.0161,0,-1.8239,0,0.8055,0,0,1,1,1,0,0,0
09/01/90 09:00,14.165,12.945,0.5624,0.6253,1.1117,70.71,0.2835,46.404,46.322,29.823,0.9939,0.7198,0.7153,77.371,0,0
09/01/90 10:00,15.798,15.273,0.6636,1.4378,2.1668,162.6,0.0954,89.9,90.282,62.911,0.9989,0.7751,0.7743,168.18,0,0
09/01/90 11:00,16.347,15.891,0.6904,1.9159,2.7751,216.67,0.0984,115.2,115.63,82.855,0.9991,0.7969,0.7962,222.89,0,0
09/01/90 12:00,16.19,15.729,0.6833,1.8421,2.6957,208.32,0.0913,111.89,112.32,79.872,0.9992,0.7908,0.7901,214.43,0,0
09/01/90 13:00,14.892,14.379,0.6247,1.3736,2.1988,155.34,0.2528,91.006,91.615,60.657,0.9972,0.7377,0.7356,160.88,0,0
09/01/90 14:00,14.174,12.574,0.5463,0.5157,0.944,58.318,1.2909,39.701,39.334,25.719,0.9672,0.7512,0.7265,65.741,0,0
09/01/90 15:00,0,0,0,-0.0161,0,-1.8239,0,0.3959,0,0,1,1,1,0,0,0
09/01/90 16:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 17:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 18:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 19:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 20:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 21:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 22:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
09/01/90 23:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 00:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 01:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 02:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 03:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 04:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 05:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 06:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 07:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 08:00,0,0,0,-0.0161,0,-1.8239,0,0.6007,0,0,1,1,1,0,0,0
10/01/90 09:00,18.609,8.9455,0.3886,0.0871,0.224,9.8465,0.0201,9.4064,9.3348,8.2354,0.9978,0.9824,0.9802,20.484,0,0
10/01/90 10:00,18.73,11.976,0.5203,0.1585,0.3045,17.92,0.0274,12.806,12.689,11.129,0.9978,0.9766,0.9745,28.026,0,0
10/01/90 11:00,18.721,12.653,0.5497,0.183,0.3328,20.69,0.03,13.994,13.867,12.118,0.9978,0.973,0.9709,30.612,0,0
10/01/90 12:00,18.883,14.691,0.6383,0.2839,0.4449,32.112,0.0397,18.704,18.536,16.153,0.9979,0.9703,0.9683,41.273,0,0
10/01/90 13:00,16.18,15.723,0.6831,1.8656,2.731,210.98,0.2748,113.5,113.79,80.678,0.9976,0.7897,0.7878,217.11,0,0
10/01/90 14:00,12.155,11.261,0.4892,0.7557,1.5446,85.461,2.9141,64.207,64.359,36.031,0.9547,0.6515,0.622,92.244,0,0
10/01/90 15:00,0,0,0,-0.0161,0,-1.8239,0,0.6963,0,0,1,1,1,0,0,0
10/01/90 16:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 17:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 18:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 19:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 20:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
10/01/90 21:00,0,0,0,-0.0161,0,-1.8239,0,0,0,0,1,1,1,0,0,0
