PVSYST 7.4.8
;File;File date;Description
Project;221208 - Lundby.PRJ;04/07/25 15h48;221208 - Lundby;
Geographical Site;Grunnarp_Solcast_TMY.SIT;04/07/25 15h48;Grunnarp;Sweden;Europe;;
Weather data;Grunnarp_Solcast_TMY.MET;22/05/25 11h37;Grunnarp;Solcast TMY;TMY;
Simulation variant;221208 - Lundby.VD1;07/11/25 15h27;251014- Lundby - PVsyst report- Grid Studies-Final run- 66% 33% 720 725;
Simulation date;;19/11/25 09h43

Simulation:;Hourly values; from 01/01/90; to 31/12/90 

date;GlobInc;GlobEff;EArray;E_Grid;PR;HSol;ShdLoss;GlobHor;T_Amb;OhmLoss;EACOhmL;EOutInv;EArrRef;EArrNom;IL_Imax;IL_Pmax;InvLoss;IL_Pmin;IL_Oper;IL_Vmin;IL_Vmax;EArrMPP;EMVOhmL;IArray;UArray;IAMLoss;SlgLoss;TempLss;LIDLoss;EGrdLim;EMVTrfL;DiffHor;BeamHor;WindVel
    ;W/m�;W/m�;kW;kW;ratio;�;W/m�;W/m�;캜;kW;kW;kW;kW;kW;kW;kW;kW;kW;kW;kW;kW;kW;kW;A;V;W/m�;W/m�;kW;kW;kW;kW;W/m�;W/m�;m/s

01/01/90 00:00;0;0;0;-5.066;0;0;0;0;-0.0002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;0
01/01/90 01:00;0;0;0;-5.066;0;0;0;0;-1.3999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.0999
01/01/90 02:00;0;0;0;-5.066;0;0;0;0;-2;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.4
01/01/90 03:00;0;0;0;-5.066;0;0;0;0;-2.2997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.7
01/01/90 04:00;0;0;0;-5.066;0;0;0;0;-2.4997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.0001
01/01/90 05:00;0;0;0;-5.066;0;0;0;0;-2.4997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.0001
01/01/90 06:00;0;0;0;-5.066;0;0;0;0;-2.6998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.5999
01/01/90 07:00;0;0;0;-5.066;0;0;0;0;-2.8001;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.3001
01/01/90 08:00;0;0;0;-4.866;0;0.0654;0;0;-2.6998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.5001
01/01/90 09:00;143.25;41.904;288;266.2;0.2162;2.7936;65.134;30.004;-2.6998;0.2179;0.1093;273.19;1231.1;374.9;0;0;14.813;0;14.813;0;0;288;0.0142;271.11;1062.3;3.6021;9.1916;-31.634;2.9868;0;4.8136;15.999;14.005;3.7
01/01/90 10:00;307.88;143.74;1062;1032;0.3901;6.929;126.16;92.006;-2.4;1.0363;1.6075;1047.5;2645.8;1266;0;0;14.514;0;14.514;0;0;1062;0.2087;967.76;1097.4;6.4347;31.538;-91.275;11;0;5.8228;35.997;56.009;3.8001
01/01/90 11:00;400.1;206.1;1600.2;1558.2;0.4532;9.3203;142.85;134.01;-1.7999;1.8256;3.6639;1581.5;3438.4;1809.7;0;0;18.783;0;18.783;0;0;1600.2;0.4757;1452.7;1101.5;5.9033;45.225;-117.45;16.572;0;7.2079;44.998;89.008;3.7
01/01/90 12:00;421.24;219.47;1741.3;1695.8;0.4685;9.7798;147.8;143;-1.5002;2.0646;4.3404;1721.3;3620;1925.5;0;0;19.991;0;19.991;0;0;1741.3;0.5636;1581.1;1101.3;5.7792;48.16;-121.18;18.032;0;7.6636;46;96.997;3.3001
01/01/90 13:00;359.5;176.41;1346.6;1310.5;0.4242;8.2694;138.23;115;-1.5002;1.4343;2.591;1329.9;3089.4;1551.1;0;0;16.65;0;16.65;0;0;1346.6;0.3364;1226.1;1098.2;6.1344;38.708;-103.2;13.946;0;6.4852;40.998;74.002;3
01/01/90 14:00;224.76;89.065;641.76;619.56;0.3208;4.912;105.69;58.997;-1.7999;0.5491;0.5816;630.07;1931.5;789.16;0;0;11.69;0;11.69;0;0;641.76;0.0755;592.32;1083.5;5.4554;19.539;-59.753;6.65;0;5.1317;27.998;30.999;2.7
01/01/90 15:00;0;0;0;-4.866;0;1.3278;0;5.9981;-2.6001;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;3.9997;1.9984;2.3999
01/01/90 16:00;0;0;0;-5.066;0;0;0;0;-3.4999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.3001
01/01/90 17:00;0;0;0;-5.066;0;0;0;0;-3.9997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.3001
01/01/90 18:00;0;0;0;-5.066;0;0;0;0;-4.5001;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.3999
01/01/90 19:00;0;0;0;-5.066;0;0;0;0;-4.7999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.5
01/01/90 20:00;0;0;0;-5.066;0;0;0;0;-5.1002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.5
01/01/90 21:00;0;0;0;-5.066;0;0;0;0;-5.5003;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.3999
01/01/90 22:00;0;0;0;-5.066;0;0;0;0;-6.0998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.3001
01/01/90 23:00;0;0;0;-5.066;0;0;0;0;-6.8002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.3001
02/01/90 00:00;0;0;0;-5.066;0;0;0;0;-7.2003;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.2
02/01/90 01:00;0;0;0;-5.066;0;0;0;0;-7.3997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.0999
02/01/90 02:00;0;0;0;-5.066;0;0;0;0;-7.2003;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2
02/01/90 03:00;0;0;0;-5.066;0;0;0;0;-6.8999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2
02/01/90 04:00;0;0;0;-5.066;0;0;0;0;-6.4999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2
02/01/90 05:00;0;0;0;-5.066;0;0;0;0;-5.8;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.3999
02/01/90 06:00;0;0;0;-5.066;0;0;0;0;-5.1002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.8999
02/01/90 07:00;0;0;0;-5.066;0;0;0;0;-4.5998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.0999
02/01/90 08:00;0;0;0;-4.866;0;0.1014;0;0;-4.5998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.2
02/01/90 09:00;149.69;43.898;302.87;282.19;0.2194;2.8369;68.552;31.001;-4.9002;0.2284;0.1226;289.32;1286.4;392.07;0;0;13.551;0;13.551;0;0;302.87;0.0159;282.57;1071.9;3.8024;9.6294;-35.639;3.1405;0;4.8226;15.999;15.002;3.3001
02/01/90 10:00;318.15;148.98;1100.7;1070.2;0.3914;6.9877;129.82;94.998;-4.5998;1.0768;1.7283;1086.2;2734.1;1312.2;0;0;14.571;0;14.571;0;0;1100.7;0.2244;995.64;1105.6;6.6489;32.69;-102.49;11.401;0;5.9041;34.001;60.998;3.2
02/01/90 11:00;415.42;214.22;1667.5;1624.1;0.4549;9.3952;148.09;138;-3.7;1.9207;3.9806;1648.4;3570;1879.6;0;0;19.13;0;19.13;0;0;1667.5;0.5168;1504.6;1108.3;6.077;47.007;-131.12;17.268;0;7.4212;40.998;96.997;3.2
02/01/90 12:00;438.05;228.38;1809.9;1763;0.4683;9.8701;153.59;147;-3.0001;2.1697;4.6917;1789.6;3764.4;2001.5;0;0;20.318;0;20.318;0;0;1809.9;0.6092;1635.4;1106.7;5.9247;50.115;-133.23;18.741;0;7.9002;40.998;106;3.2
02/01/90 13:00;379.09;185.94;1413.2;1375.8;0.4223;8.3732;145.95;119;-2.6998;1.5258;2.8557;1396.2;3257.7;1632;0;0;17.059;0;17.059;0;0;1413.2;0.3708;1281.2;1103.1;6.3693;40.801;-112.99;14.634;0;6.6635;35.997;83.007;3.0999
02/01/90 14:00;249.27;98.768;696.41;673.41;0.3144;5.0262;118.37;63;-2.8001;0.6038;0.6864;684.52;2142.1;872.26;0;0;11.89;0;11.89;0;0;696.41;0.0891;639.01;1089.8;6.0403;21.67;-67.775;7.2141;0;5.2024;25;38;3
02/01/90 15:00;0;0;0;-4.866;0;1.448;0;6.9957;-3.4999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;3.9997;2.996;2.8001
02/01/90 16:00;0;0;0;-5.066;0;0;0;0;-3.9997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.8001
02/01/90 17:00;0;0;0;-5.066;0;0;0;0;-3.9997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.0999
02/01/90 18:00;0;0;0;-5.066;0;0;0;0;-3.2999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.8001
02/01/90 19:00;0;0;0;-5.066;0;0;0;0;-2.6001;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.5001
02/01/90 20:00;0;0;0;-5.066;0;0;0;0;-2.2;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;5.2
02/01/90 21:00;0;0;0;-5.066;0;0;0;0;-1.5999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;5.7999
02/01/90 22:00;0;0;0;-5.066;0;0;0;0;-1.1998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;6.0999
02/01/90 23:00;0;0;0;-5.066;0;0;0;0;-1.1001;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;6.0999
03/01/90 00:00;0;0;0;-5.066;0;0;0;0;-0.9001;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;5.7
03/01/90 01:00;0;0;0;-5.066;0;0;0;0;-0.5997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;5.0999
03/01/90 02:00;0;0;0;-5.066;0;0;0;0;-0.5;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.8001
03/01/90 03:00;0;0;0;-5.066;0;0;0;0;-0.7997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.5999
03/01/90 04:00;0;0;0;-5.066;0;0;0;0;-0.9998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.5001
03/01/90 05:00;0;0;0;-5.066;0;0;0;0;-0.7997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.5999
03/01/90 06:00;0;0;0;-5.066;0;0;0;0;-0.5997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;5.0001
03/01/90 07:00;0;0;0;-5.066;0;0;0;0;-0.2002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;5.5999
03/01/90 08:00;0;0;0;-4.866;0;0.1447;0;0;0.3999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;6.0999
03/01/90 09:00;26.321;13.249;109.79;76.153;0.3367;2.8875;7.2778;15.999;1.6001;0.0812;0.0097;81.522;226.19;125.21;0;0;28.264;0;28.264;0;0;109.79;0.0013;109.51;1002.6;0.7373;2.9007;-9.5075;1.1444;0;4.7466;14.997;1.0022;7.0001
03/01/90 10:00;16.395;12.102;108.6;74.853;0.5313;7.0539;1.1871;20.002;2.7;0.081;0.0094;80.212;140.9;119.02;0;0;28.384;0;28.384;0;0;108.6;0.0012;109.17;994.77;0.4901;2.6452;-8.6357;1.1361;0;4.7463;19.998;0.004;7.7001
03/01/90 11:00;22.026;16.264;147.16;115.84;0.612;9.4776;1.541;26.001;3.1998;0.1107;0.0216;121.53;189.28;159.27;0;0;25.63;0;25.63;0;0;147.16;0.0028;146.46;1004.8;0.704;3.5552;-11.15;1.539;0;4.7546;26.001;0;7.2999
03/01/90 12:00;97.861;60.275;522.13;501.25;0.596;9.968;22.417;62.002;3.3998;0.4414;0.3818;510.5;840.99;556.4;0;0;11.631;0;11.631;0;0;522.13;0.0496;495.94;1052.8;2.0184;13.205;-35.037;5.4316;0;4.9972;52.997;9.0048;6.2999
03/01/90 13:00;252.73;131.05;1040.4;1010.3;0.4651;8.4841;88.38;98.004;3.1998;1.0347;1.5405;1025.5;2171.9;1168.2;0;0;14.933;0;14.933;0;0;1040.4;0.2;966.65;1076.3;4.5717;28.745;-66.077;10.788;0;5.7776;56.002;42.002;5.4
03/01/90 14:00;144.88;63.594;490.24;469.95;0.3774;5.1474;62.042;48.995;2.2999;0.4063;0.336;478.89;1245.1;572.12;0;0;11.35;0;11.35;0;0;490.24;0.0436;463.05;1058.7;3.6183;13.945;-37.782;5.0873;0;4.9663;34.001;14.995;4.8001
03/01/90 15:00;0;0;0;-4.866;0;1.4861;0;6.9957;1;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;5.0012;1.9944;4.3001
03/01/90 16:00;0;0;0;-5.066;0;0;0;0;-0.0002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.0001
03/01/90 17:00;0;0;0;-5.066;0;0;0;0;-0.7;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.9
03/01/90 18:00;0;0;0;-5.066;0;0;0;0;-1.3999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.9
03/01/90 19:00;0;0;0;-5.066;0;0;0;0;-2;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.9
03/01/90 20:00;0;0;0;-5.066;0;0;0;0;-2.4;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.0001
03/01/90 21:00;0;0;0;-5.066;0;0;0;0;-2.6001;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.9
03/01/90 22:00;0;0;0;-5.066;0;0;0;0;-2.6001;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.8001
03/01/90 23:00;0;0;0;-5.066;0;0;0;0;-3.0999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.5999
04/01/90 00:00;0;0;0;-5.066;0;0;0;0;-3.7;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.3001
04/01/90 01:00;0;0;0;-5.066;0;0;0;0;-3.9997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3
04/01/90 02:00;0;0;0;-5.066;0;0;0;0;-4.1997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.8999
04/01/90 03:00;0;0;0;-5.066;0;0;0;0;-4.3998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.8999
04/01/90 04:00;0;0;0;-5.066;0;0;0;0;-4.5998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3
04/01/90 05:00;0;0;0;-5.066;0;0;0;0;-4.9999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.2
04/01/90 06:00;0;0;0;-5.066;0;0;0;0;-5.1999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.0999
04/01/90 07:00;0;0;0;-5.066;0;0;0;0;-5.4;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3
04/01/90 08:00;0;0;0;-4.866;0;0.1952;0;0;-5.8;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.3001
04/01/90 09:00;97.245;32.201;241.54;216.78;0.2594;2.9455;42.176;26.998;-6.0001;0.1785;0.0731;223.32;835.69;291.3;0;0;18.213;0;18.213;0;0;241.54;0.0095;226.87;1064.7;2.5655;7.0605;-28.04;2.5076;0;4.7892;18.997;8.0012;3.5999
04/01/90 10:00;318.4;150.18;1126;1095;0.4002;7.1276;128.61;95.996;-5.8997;1.1042;1.8095;1111.4;2736.2;1321.5;0;0;14.622;0;14.622;0;0;1126;0.2349;1014.3;1110.1;6.6466;32.952;-108.12;11.661;0;5.9588;35.997;59.999;3.8001
04/01/90 11:00;415.34;215.54;1697.6;1653.6;0.4633;9.5675;146.45;139.01;-5.6997;1.9541;4.1269;1678.4;3569.3;1889.4;0;0;19.135;0;19.135;0;0;1697.6;0.5358;1522.6;1114.9;6.0132;47.298;-142.56;17.577;0;7.5198;43.001;96.005;3.8001
04/01/90 12:00;438.21;230.84;1847.9;1800.3;0.4781;10.073;150.78;150;-5.3002;2.2147;4.893;1827.6;3765.8;2024.3;0;0;20.321;0;20.321;0;0;1847.9;0.6353;1658.4;1114.3;5.8947;50.655;-147.82;19.135;0;8.0358;43.001;107;3.5999
04/01/90 13:00;379.69;189.11;1461.3;1423;0.4361;8.6023;142.73;122.99;-4.9999;1.5837;3.0549;1444.1;3262.9;1661.8;0;0;17.203;0;17.203;0;0;1461.3;0.3966;1315.3;1110.9;6.3296;41.495;-125.75;15.133;0;6.7977;39.002;83.992;3.5999
04/01/90 14:00;156.42;68.348;528.43;508.08;0.378;5.2754;67.913;51.003;-5.1999;0.4307;0.3922;517.41;1344.3;612.42;0;0;11.016;0;11.016;0;0;528.43;0.0509;485.97;1087.4;3.8907;14.99;-54.134;5.4814;0;5.0042;32.999;18.004;3.7
04/01/90 15:00;0;0;0;-4.866;0;1.5306;0;8.0061;-5.8997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;5.0012;3.0049;4.0001
04/01/90 16:00;0;0;0;-5.066;0;0;0;0;-6.6002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.2
04/01/90 17:00;0;0;0;-5.066;0;0;0;0;-7.2003;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.2
04/01/90 18:00;0;0;0;-5.066;0;0;0;0;-7.5998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.2
04/01/90 19:00;0;0;0;-5.066;0;0;0;0;-7.7998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.0999
04/01/90 20:00;0;0;0;-5.066;0;0;0;0;-8.1001;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.0001
04/01/90 21:00;0;0;0;-5.066;0;0;0;0;-8.5002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.8001
04/01/90 22:00;0;0;0;-5.066;0;0;0;0;-8.7002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.8001
04/01/90 23:00;0;0;0;-5.066;0;0;0;0;-8.9003;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.9
05/01/90 00:00;0;0;0;-5.066;0;0;0;0;-9;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.0001
05/01/90 01:00;0;0;0;-5.066;0;0;0;0;-9.2;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.8001
05/01/90 02:00;0;0;0;-5.066;0;0;0;0;-9.4998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.4
05/01/90 03:00;0;0;0;-5.066;0;0;0;0;-9.6998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.2
05/01/90 04:00;0;0;0;-5.066;0;0;0;0;-10;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.0999
05/01/90 05:00;0;0;0;-5.066;0;0;0;0;-10.3;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3
05/01/90 06:00;0;0;0;-5.066;0;0;0;0;-10.4;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3
05/01/90 07:00;0;0;0;-5.066;0;0;0;0;-10.4;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.8999
05/01/90 08:00;0;0;0;-4.866;0;0.1581;0;0;-10.4;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.7
05/01/90 09:00;166.32;49.914;348.3;330.63;0.2313;3.0108;77.704;33.994;-10;0.2615;0.1676;338.21;1429.3;443.87;0;0;10.088;0;10.088;0;0;348.3;0.0218;318.17;1094.7;4.3889;10.95;-46.892;3.61;0;4.8529;15.999;17.995;2.5
05/01/90 10:00;335.11;158.27;1183.7;1151.9;0.4;7.2087;135.12;99.999;-9;1.1655;2.002;1169;2879.8;1391.4;0;0;14.683;0;14.683;0;0;1183.7;0.2599;1055.3;1121.6;6.9714;34.73;-125.41;12.258;0;6.0884;32.999;67;2.2
05/01/90 11:00;431.08;224.4;1767.7;1722.4;0.4649;9.6649;151.2;143.99;-7.5998;2.0551;4.4778;1748.3;3704.6;1966.5;0;0;19.433;0;19.433;0;0;1767.7;0.5814;1576.1;1121.6;6.1958;49.244;-157.7;18.304;0;7.7561;39.997;104;1.8999
05/01/90 12:00;449.86;237.38;1903.8;1855;0.4798;10.186;154.37;153;-6.6999;2.2997;5.1954;1883.2;3865.9;2079;0;0;20.564;0;20.564;0;0;1903.8;0.6746;1701.1;1119.1;5.9601;52.093;-159.09;19.712;0;8.2394;40.998;112;1.6001
05/01/90 13:00;392.72;195.93;1517.9;1478.4;0.4381;8.7275;147.31;126;-6.0998;1.6629;3.2978;1500.4;3374.9;1718.9;0;0;17.552;0;17.552;0;0;1517.9;0.4282;1361.2;1115.1;6.4476;42.995;-134.57;15.718;0;6.9613;36.999;89.001;1.5
05/01/90 14:00;263.64;108.76;774.19;750.01;0.331;5.4101;123.12;68.998;-6.0998;0.6795;0.8506;761.99;2265.6;959.1;0;0;12.194;0;12.194;0;0;774.19;0.1104;701.43;1103.7;6.4121;23.862;-82.977;8.0188;0;5.3129;26.001;42.997;1.5
05/01/90 15:00;0;0;0;-4.866;0;1.6705;0;9.0037;-6.2001;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;5.0012;4.0024;1.3001
05/01/90 16:00;0;0;0;-5.066;0;0;0;0;-6.6002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;0.6001
05/01/90 17:00;0;0;0;-5.066;0;0;0;0;-7.1;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;0.2
05/01/90 18:00;0;0;0;-5.066;0;0;0;0;-7.7001;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;1
05/01/90 19:00;0;0;0;-5.066;0;0;0;0;-7.7998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;1.8001
05/01/90 20:00;0;0;0;-5.066;0;0;0;0;-7.3997;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;2.3999
05/01/90 21:00;0;0;0;-5.066;0;0;0;0;-6.8002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3
05/01/90 22:00;0;0;0;-5.066;0;0;0;0;-6.0998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;3.8001
05/01/90 23:00;0;0;0;-5.066;0;0;0;0;-5.3002;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;4.5001
06/01/90 00:00;0;0;0;-5.066;0;0;0;0;-4.3998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;5.0999
06/01/90 01:00;0;0;0;-5.066;0;0;0;0;-3.4999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;5.7
06/01/90 02:00;0;0;0;-5.066;0;0;0;0;-2.6998;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;6.2999
06/01/90 03:00;0;0;0;-5.066;0;0;0;0;-1.7999;0;0;-0.126;0;0;0;0;0.126;0;0;0;0;0;0;0;0;0;0;0;0;0;4.74;0;0;6.5001
