time_start,zone,imbl_sales_price_eur_mwh,imbl_purchase_price_eur_mwh,up_reg_price_eur_mwh,down_reg_price_eur_mwh,main_dir_reg_power,imbl_spot_diff_eur_mwh
2025-01-01T00:00:00Z,SE2,2.0,2.0,3.69,2.0,-1.0,-1.69
2025-01-01T00:15:00Z,SE2,2.0,2.0,3.69,2.0,-1.0,-1.69
2025-01-01T00:30:00Z,SE2,2.0,2.0,3.69,2.0,-1.0,-1.69
2025-01-01T00:45:00Z,SE2,2.0,2.0,3.69,2.0,-1.0,-1.69
2025-01-01T01:00:00Z,SE2,2.0,2.0,3.55,2.0,-1.0,-1.55
2025-01-01T01:15:00Z,SE2,2.0,2.0,3.55,2.0,-1.0,-1.55
2025-01-01T01:30:00Z,SE2,2.0,2.0,3.55,2.0,-1.0,-1.55
2025-01-01T01:45:00Z,SE2,2.0,2.0,3.55,2.0,-1.0,-1.55
2025-01-01T02:00:00Z,SE2,3.0,3.0,3.19,3.0,-1.0,-0.19
2025-01-01T02:15:00Z,SE2,3.0,3.0,3.19,3.0,-1.0,-0.19
2025-01-01T02:30:00Z,SE2,3.0,3.0,3.19,3.0,-1.0,-0.19
2025-01-01T02:45:00Z,SE2,3.0,3.0,3.19,3.0,-1.0,-0.19
2025-01-01T03:00:00Z,SE2,3.0,3.0,3.15,3.0,-1.0,-0.15
2025-01-01T03:15:00Z,SE2,3.0,3.0,3.15,3.0,-1.0,-0.15
2025-01-01T03:30:00Z,SE2,3.0,3.0,3.15,3.0,-1.0,-0.15
2025-01-01T03:45:00Z,SE2,3.0,3.0,3.15,3.0,-1.0,-0.15
2025-01-01T04:00:00Z,SE2,3.68,3.68,3.68,3.68,0.0,0.0
2025-01-01T04:15:00Z,SE2,3.68,3.68,3.68,3.68,0.0,0.0
2025-01-01T04:30:00Z,SE2,3.68,3.68,3.68,3.68,0.0,0.0
2025-01-01T04:45:00Z,SE2,3.68,3.68,3.68,3.68,0.0,0.0
2025-01-01T05:00:00Z,SE2,2.0,2.0,3.21,2.0,-1.0,-1.21
2025-01-01T05:15:00Z,SE2,2.0,2.0,3.21,2.0,-1.0,-1.21
2025-01-01T05:30:00Z,SE2,2.0,2.0,3.21,2.0,-1.0,-1.21
2025-01-01T05:45:00Z,SE2,2.0,2.0,3.21,2.0,-1.0,-1.21
2025-01-01T06:00:00Z,SE2,-1.98,-1.98,3.48,-1.98,-1.0,-5.46
2025-01-01T06:15:00Z,SE2,-1.98,-1.98,3.48,-1.98,-1.0,-5.46
2025-01-01T06:30:00Z,SE2,-1.98,-1.98,3.48,-1.98,-1.0,-5.46
2025-01-01T06:45:00Z,SE2,-1.98,-1.98,3.48,-1.98,-1.0,-5.46
2025-01-01T07:00:00Z,SE2,-1.0,-1.0,4.32,-1.0,-1.0,-5.32
2025-01-01T07:15:00Z,SE2,-1.0,-1.0,4.32,-1.0,-1.0,-5.32
2025-01-01T07:30:00Z,SE2,-1.0,-1.0,4.32,-1.0,-1.0,-5.32
2025-01-01T07:45:00Z,SE2,-1.0,-1.0,4.32,-1.0,-1.0,-5.32
2025-01-01T08:00:00Z,SE2,0.0,0.0,4.77,0.0,-1.0,-4.77
2025-01-01T08:15:00Z,SE2,0.0,0.0,4.77,0.0,-1.0,-4.77
2025-01-01T08:30:00Z,SE2,0.0,0.0,4.77,0.0,-1.0,-4.77
2025-01-01T08:45:00Z,SE2,0.0,0.0,4.77,0.0,-1.0,-4.77
2025-01-01T09:00:00Z,SE2,-2.0,-2.0,5.89,-2.0,-1.0,-7.89
2025-01-01T09:15:00Z,SE2,-2.0,-2.0,5.89,-2.0,-1.0,-7.89
2025-01-01T09:30:00Z,SE2,-2.0,-2.0,5.89,-2.0,-1.0,-7.89
2025-01-01T09:45:00Z,SE2,-2.0,-2.0,5.89,-2.0,-1.0,-7.89
