ar,region,effektklass,solcellsanlaggningar_antal,installerad_effekt_(mw)
2023,1230 Staffanstorp,Totalt,1239.0,16.26
2023,1231 Burlöv,< 20 kW,424.0,4.3
2023,1231 Burlöv,20 kW - 1 000 kW,34.0,3.38
2023,1231 Burlöv,> 1 000 kW,0.0,0.0
2023,1231 Burlöv,Totalt,458.0,7.68
2023,1233 Vellinge,< 20 kW,1591.0,17.87
2023,1233 Vellinge,20 kW - 1 000 kW,118.0,6.81
2023,1233 Vellinge,> 1 000 kW,0.0,0.0
2023,1233 Vellinge,Totalt,1709.0,24.68
2023,1256 Östra Göinge,< 20 kW,530.0,5.62
2023,1256 Östra Göinge,20 kW - 1 000 kW,51.0,2.99
2023,1256 Östra Göinge,> 1 000 kW,0.0,0.0
2023,1256 Östra Göinge,Totalt,581.0,8.61
2023,1257 Örkelljunga,< 20 kW,381.0,4.0
2023,1257 Örkelljunga,20 kW - 1 000 kW,37.0,3.03
2023,1257 Örkelljunga,> 1 000 kW,0.0,0.0
2023,1257 Örkelljunga,Totalt,418.0,7.03
2023,1260 Bjuv,< 20 kW,487.0,5.42
2023,1260 Bjuv,20 kW - 1 000 kW,41.0,2.07
2023,1260 Bjuv,> 1 000 kW,1.0,1.4
2023,1260 Bjuv,Totalt,529.0,8.89
2023,1261 Kävlinge,< 20 kW,1570.0,17.66
2023,1261 Kävlinge,20 kW - 1 000 kW,92.0,5.69
2023,1261 Kävlinge,> 1 000 kW,0.0,0.0
2023,1261 Kävlinge,Totalt,1662.0,23.35
2023,1262 Lomma,< 20 kW,837.0,9.18
2023,1262 Lomma,20 kW - 1 000 kW,72.0,3.11
2023,1262 Lomma,> 1 000 kW,0.0,0.0
2023,1262 Lomma,Totalt,909.0,12.29
2023,1263 Svedala,< 20 kW,970.0,10.62
2023,1263 Svedala,20 kW - 1 000 kW,72.0,3.23
2023,1263 Svedala,> 1 000 kW,0.0,0.0
2023,1263 Svedala,Totalt,1042.0,13.84
2023,1264 Skurup,< 20 kW,641.0,7.65
2023,1264 Skurup,20 kW - 1 000 kW,91.0,3.93
2023,1264 Skurup,> 1 000 kW,10.0,15.0
2023,1264 Skurup,Totalt,742.0,26.58
2023,1265 Sjöbo,< 20 kW,907.0,10.2
2023,1265 Sjöbo,20 kW - 1 000 kW,145.0,12.07
2023,1265 Sjöbo,> 1 000 kW,6.0,8.55
2023,1265 Sjöbo,Totalt,1058.0,30.82
2023,1266 Hörby,< 20 kW,551.0,6.3
2023,1266 Hörby,20 kW - 1 000 kW,53.0,1.95
2023,1266 Hörby,> 1 000 kW,0.0,0.0
2023,1266 Hörby,Totalt,604.0,8.26
2023,1267 Höör,< 20 kW,721.0,7.77
2023,1267 Höör,20 kW - 1 000 kW,60.0,2.73
2023,1267 Höör,> 1 000 kW,0.0,0.0
2023,1267 Höör,Totalt,781.0,10.5
2023,1270 Tomelilla,< 20 kW,596.0,6.84
2023,1270 Tomelilla,20 kW - 1 000 kW,95.0,4.89
2023,1270 Tomelilla,> 1 000 kW,0.0,0.0
2023,1270 Tomelilla,Totalt,691.0,11.73
2023,1272 Bromölla,< 20 kW,448.0,4.96
2023,1272 Bromölla,20 kW - 1 000 kW,32.0,2.11
2023,1272 Bromölla,> 1 000 kW,0.0,0.0
2023,1272 Bromölla,Totalt,480.0,7.07
2023,1273 Osby,< 20 kW,440.0,4.46
2023,1273 Osby,20 kW - 1 000 kW,33.0,3.07
2023,1273 Osby,> 1 000 kW,1.0,2.7
2023,1273 Osby,Totalt,474.0,10.22
2023,1275 Perstorp,< 20 kW,180.0,1.94
2023,1275 Perstorp,20 kW - 1 000 kW,13.0,0.54
2023,1275 Perstorp,> 1 000 kW,0.0,0.0
2023,1275 Perstorp,Totalt,193.0,2.48
2023,1276 Klippan,< 20 kW,555.0,6.07
2023,1276 Klippan,20 kW - 1 000 kW,59.0,2.44
2023,1276 Klippan,> 1 000 kW,1.0,2.5
2023,1276 Klippan,Totalt,615.0,11.01
2023,1277 Åstorp,< 20 kW,472.0,5.11
2023,1277 Åstorp,20 kW - 1 000 kW,63.0,2.99
2023,1277 Åstorp,> 1 000 kW,0.0,0.0
2023,1277 Åstorp,Totalt,535.0,8.1
2023,1278 Båstad,< 20 kW,1102.0,11.42
2023,1278 Båstad,20 kW - 1 000 kW,105.0,5.21
2023,1278 Båstad,> 1 000 kW,0.0,0.0
2023,1278 Båstad,Totalt,1207.0,16.63
2023,1280 Malmö,< 20 kW,3542.0,36.3
2023,1280 Malmö,20 kW - 1 000 kW,486.0,33.25
2023,1280 Malmö,> 1 000 kW,0.0,0.0
2023,1280 Malmö,Totalt,4028.0,69.55
2023,1281 Lund,< 20 kW,2410.0,24.69
2023,1281 Lund,20 kW - 1 000 kW,349.0,18.23
2023,1281 Lund,> 1 000 kW,0.0,0.0
2023,1281 Lund,Totalt,2759.0,42.92
2023,1282 Landskrona,< 20 kW,926.0,9.77
2023,1282 Landskrona,20 kW - 1 000 kW,80.0,6.09
2023,1282 Landskrona,> 1 000 kW,0.0,0.0
2023,1282 Landskrona,Totalt,1006.0,15.86
2023,1283 Helsingborg,< 20 kW,2106.0,22.48
2023,1283 Helsingborg,20 kW - 1 000 kW,303.0,22.03
2023,1283 Helsingborg,> 1 000 kW,0.0,0.0
2023,1283 Helsingborg,Totalt,2409.0,44.51
2023,1284 Höganäs,< 20 kW,1196.0,12.23
2023,1284 Höganäs,20 kW - 1 000 kW,138.0,6.65
2023,1284 Höganäs,> 1 000 kW,0.0,0.0
2023,1284 Höganäs,Totalt,1334.0,18.88
2023,1285 Eslöv,< 20 kW,1076.0,12.08
2023,1285 Eslöv,20 kW - 1 000 kW,174.0,8.55
2023,1285 Eslöv,> 1 000 kW,1.0,1.46
2023,1285 Eslöv,Totalt,1251.0,22.08
2023,1286 Ystad,< 20 kW,1037.0,12.02
2023,1286 Ystad,20 kW - 1 000 kW,138.0,7.6
2023,1286 Ystad,> 1 000 kW,0.0,0.0
2023,1286 Ystad,Totalt,1175.0,19.62
2023,1287 Trelleborg,< 20 kW,1566.0,17.72
2023,1287 Trelleborg,20 kW - 1 000 kW,216.0,14.2
2023,1287 Trelleborg,> 1 000 kW,1.0,1.0
2023,1287 Trelleborg,Totalt,1783.0,32.91
2023,1290 Kristianstad,< 20 kW,2816.0,29.43
2023,1290 Kristianstad,20 kW - 1 000 kW,334.0,20.84
2023,1290 Kristianstad,> 1 000 kW,4.0,9.38
2023,1290 Kristianstad,Totalt,3154.0,59.65
2023,1291 Simrishamn,< 20 kW,1149.0,11.73
2023,1291 Simrishamn,20 kW - 1 000 kW,142.0,7.72
2023,1291 Simrishamn,> 1 000 kW,0.0,0.0
2023,1291 Simrishamn,Totalt,1291.0,19.45
2023,1292 Ängelholm,< 20 kW,1584.0,17.29
2023,1292 Ängelholm,20 kW - 1 000 kW,140.0,7.51
2023,1292 Ängelholm,> 1 000 kW,0.0,0.0
2023,1292 Ängelholm,Totalt,1724.0,24.8
2023,1293 Hässleholm,< 20 kW,1878.0,20.55
2023,1293 Hässleholm,20 kW - 1 000 kW,171.0,9.81
2023,1293 Hässleholm,> 1 000 kW,0.0,0.0
2023,1293 Hässleholm,Totalt,2049.0,30.36
2023,1315 Hylte,< 20 kW,462.0,5.39
2023,1315 Hylte,20 kW - 1 000 kW,47.0,1.89
2023,1315 Hylte,> 1 000 kW,0.0,0.0
2023,1315 Hylte,Totalt,509.0,7.28
2023,1380 Halmstad,< 20 kW,3350.0,36.56
2023,1380 Halmstad,20 kW - 1 000 kW,337.0,21.37
2023,1380 Halmstad,> 1 000 kW,2.0,3.0
2023,1380 Halmstad,Totalt,3689.0,60.93
2023,1381 Laholm,< 20 kW,1554.0,17.3
2023,1381 Laholm,20 kW - 1 000 kW,157.0,6.75
2023,1381 Laholm,> 1 000 kW,0.0,0.0
2023,1381 Laholm,Totalt,1711.0,24.05
2023,1382 Falkenberg,< 20 kW,2442.0,25.41
2023,1382 Falkenberg,20 kW - 1 000 kW,285.0,15.65
2023,1382 Falkenberg,> 1 000 kW,1.0,1.1
2023,1382 Falkenberg,Totalt,2728.0,42.16
2023,1383 Varberg,< 20 kW,2758.0,30.24
2023,1383 Varberg,20 kW - 1 000 kW,315.0,14.99
2023,1383 Varberg,> 1 000 kW,4.0,6.7
2023,1383 Varberg,Totalt,3077.0,51.92
2023,1384 Kungsbacka,< 20 kW,3943.0,44.48
2023,1384 Kungsbacka,20 kW - 1 000 kW,247.0,16.07
2023,1384 Kungsbacka,> 1 000 kW,1.0,1.5
2023,1384 Kungsbacka,Totalt,4191.0,62.04
2023,1401 Härryda,< 20 kW,1607.0,17.32
2023,1401 Härryda,20 kW - 1 000 kW,97.0,5.24
2023,1401 Härryda,> 1 000 kW,0.0,0.0
2023,1401 Härryda,Totalt,1704.0,22.56
2023,1402 Partille,< 20 kW,820.0,8.38
2023,1402 Partille,20 kW - 1 000 kW,41.0,3.03
2023,1402 Partille,> 1 000 kW,0.0,0.0
2023,1402 Partille,Totalt,861.0,11.42
2023,1407 Öckerö,< 20 kW,659.0,7.04
2023,1407 Öckerö,20 kW - 1 000 kW,20.0,1.11
2023,1407 Öckerö,> 1 000 kW,0.0,0.0
2023,1407 Öckerö,Totalt,679.0,8.15
2023,1415 Stenungsund,< 20 kW,1188.0,12.53
2023,1415 Stenungsund,20 kW - 1 000 kW,63.0,3.18
2023,1415 Stenungsund,> 1 000 kW,0.0,0.0
2023,1415 Stenungsund,Totalt,1251.0,15.7
2023,1419 Tjörn,< 20 kW,1151.0,11.48
2023,1419 Tjörn,20 kW - 1 000 kW,55.0,3.52
2023,1419 Tjörn,> 1 000 kW,0.0,0.0
2023,1419 Tjörn,Totalt,1206.0,15.01
2023,1421 Orust,< 20 kW,1023.0,10.75
2023,1421 Orust,20 kW - 1 000 kW,57.0,2.93
2023,1421 Orust,> 1 000 kW,0.0,0.0
2023,1421 Orust,Totalt,1080.0,13.69
2023,1427 Sotenäs,< 20 kW,446.0,4.29
2023,1427 Sotenäs,20 kW - 1 000 kW,35.0,1.93
2023,1427 Sotenäs,> 1 000 kW,0.0,0.0
2023,1427 Sotenäs,Totalt,481.0,6.22
2023,1430 Munkedal,< 20 kW,380.0,4.28
2023,1430 Munkedal,20 kW - 1 000 kW,42.0,2.89
2023,1430 Munkedal,> 1 000 kW,0.0,0.0
2023,1430 Munkedal,Totalt,422.0,7.16
2023,1435 Tanum,< 20 kW,868.0,9.01
2023,1435 Tanum,20 kW - 1 000 kW,65.0,4.23
2023,1435 Tanum,> 1 000 kW,0.0,0.0
2023,1435 Tanum,Totalt,933.0,13.24
2023,1438 Dals-Ed,< 20 kW,150.0,1.59
2023,1438 Dals-Ed,20 kW - 1 000 kW,14.0,0.57
2023,1438 Dals-Ed,> 1 000 kW,0.0,0.0
2023,1438 Dals-Ed,Totalt,164.0,2.16
2023,1439 Färgelanda,< 20 kW,173.0,1.85
2023,1439 Färgelanda,20 kW - 1 000 kW,20.0,0.77
2023,1439 Färgelanda,> 1 000 kW,0.0,0.0
2023,1439 Färgelanda,Totalt,193.0,2.62
2023,1440 Ale,< 20 kW,825.0,9.07
2023,1440 Ale,20 kW - 1 000 kW,73.0,3.28
2023,1440 Ale,> 1 000 kW,0.0,0.0
2023,1440 Ale,Totalt,898.0,12.35
2023,1441 Lerum,< 20 kW,1451.0,15.35
2023,1441 Lerum,20 kW - 1 000 kW,94.0,3.47
2023,1441 Lerum,> 1 000 kW,0.0,0.0
2023,1441 Lerum,Totalt,1545.0,18.82
2023,1442 Vårgårda,< 20 kW,387.0,4.2
2023,1442 Vårgårda,20 kW - 1 000 kW,40.0,3.15
2023,1442 Vårgårda,> 1 000 kW,0.0,0.0
2023,1442 Vårgårda,Totalt,427.0,7.35
2023,1443 Bollebygd,< 20 kW,325.0,3.66
2023,1443 Bollebygd,20 kW - 1 000 kW,13.0,0.43
2023,1443 Bollebygd,> 1 000 kW,0.0,0.0
2023,1443 Bollebygd,Totalt,338.0,4.09
2023,1444 Grästorp,< 20 kW,159.0,1.78
2023,1444 Grästorp,20 kW - 1 000 kW,53.0,2.04
2023,1444 Grästorp,> 1 000 kW,0.0,0.0
2023,1444 Grästorp,Totalt,212.0,3.82
2023,1445 Essunga,< 20 kW,210.0,2.39
2023,1445 Essunga,20 kW - 1 000 kW,38.0,1.38
2023,1445 Essunga,> 1 000 kW,0.0,0.0
2023,1445 Essunga,Totalt,248.0,3.77
2023,1446 Karlsborg,< 20 kW,234.0,2.47
2023,1446 Karlsborg,20 kW - 1 000 kW,11.0,0.55
2023,1446 Karlsborg,> 1 000 kW,0.0,0.0
2023,1446 Karlsborg,Totalt,245.0,3.01
2023,1447 Gullspång,< 20 kW,243.0,2.5
2023,1447 Gullspång,20 kW - 1 000 kW,18.0,1.25
2023,1447 Gullspång,> 1 000 kW,0.0,0.0
2023,1447 Gullspång,Totalt,261.0,3.75
2023,1452 Tranemo,< 20 kW,432.0,4.74
2023,1452 Tranemo,20 kW - 1 000 kW,45.0,1.79
2023,1452 Tranemo,> 1 000 kW,0.0,0.0
2023,1452 Tranemo,Totalt,477.0,6.53
2023,1460 Bengtsfors,< 20 kW,316.0,3.09
2023,1460 Bengtsfors,20 kW - 1 000 kW,15.0,0.62
2023,1460 Bengtsfors,> 1 000 kW,0.0,0.0
2023,1460 Bengtsfors,Totalt,331.0,3.71
2023,1461 Mellerud,< 20 kW,342.0,3.59
2023,1461 Mellerud,20 kW - 1 000 kW,48.0,3.08
2023,1461 Mellerud,> 1 000 kW,0.0,0.0
2023,1461 Mellerud,Totalt,390.0,6.67
2023,1462 Lilla Edet,< 20 kW,341.0,3.7
2023,1462 Lilla Edet,20 kW - 1 000 kW,29.0,1.34
2023,1462 Lilla Edet,> 1 000 kW,0.0,0.0
2023,1462 Lilla Edet,Totalt,370.0,5.04
2023,1463 Mark,< 20 kW,1217.0,12.88
2023,1463 Mark,20 kW - 1 000 kW,92.0,5.1
2023,1463 Mark,> 1 000 kW,0.0,0.0
2023,1463 Mark,Totalt,1309.0,17.99
2023,1465 Svenljunga,< 20 kW,390.0,4.18
2023,1465 Svenljunga,20 kW - 1 000 kW,30.0,2.07
2023,1465 Svenljunga,> 1 000 kW,0.0,0.0
2023,1465 Svenljunga,Totalt,420.0,6.25
2023,1466 Herrljunga,< 20 kW,297.0,3.36
2023,1466 Herrljunga,20 kW - 1 000 kW,45.0,2.3
2023,1466 Herrljunga,> 1 000 kW,0.0,0.0
2023,1466 Herrljunga,Totalt,342.0,5.66
2023,1470 Vara,< 20 kW,429.0,5.06
2023,1470 Vara,20 kW - 1 000 kW,95.0,4.13
2023,1470 Vara,> 1 000 kW,0.0,0.0
2023,1470 Vara,Totalt,524.0,9.19
2023,1471 Götene,< 20 kW,528.0,5.68
2023,1471 Götene,20 kW - 1 000 kW,62.0,3.77
2023,1471 Götene,> 1 000 kW,0.0,0.0
2023,1471 Götene,Totalt,590.0,9.45
2023,1472 Tibro,< 20 kW,289.0,3.09
2023,1472 Tibro,20 kW - 1 000 kW,21.0,1.36
2023,1472 Tibro,> 1 000 kW,0.0,0.0
2023,1472 Tibro,Totalt,310.0,4.45
2023,1473 Töreboda,< 20 kW,279.0,3.23
2023,1473 Töreboda,20 kW - 1 000 kW,45.0,2.46
2023,1473 Töreboda,> 1 000 kW,0.0,0.0
2023,1473 Töreboda,Totalt,324.0,5.69
2023,1480 Göteborg,< 20 kW,6257.0,66.72
2023,1480 Göteborg,20 kW - 1 000 kW,894.0,53.62
2023,1480 Göteborg,> 1 000 kW,4.0,13.58
2023,1480 Göteborg,Totalt,7155.0,133.92
2023,1481 Mölndal,< 20 kW,1644.0,17.71
2023,1481 Mölndal,20 kW - 1 000 kW,135.0,7.21
2023,1481 Mölndal,> 1 000 kW,1.0,1.01
2023,1481 Mölndal,Totalt,1780.0,25.93
2023,1482 Kungälv,< 20 kW,1744.0,18.82
2023,1482 Kungälv,20 kW - 1 000 kW,121.0,5.75
2023,1482 Kungälv,> 1 000 kW,0.0,0.0
2023,1482 Kungälv,Totalt,1865.0,24.57
2023,1484 Lysekil,< 20 kW,550.0,5.48
2023,1484 Lysekil,20 kW - 1 000 kW,32.0,2.12
2023,1484 Lysekil,> 1 000 kW,0.0,0.0
2023,1484 Lysekil,Totalt,582.0,7.59
2023,1485 Uddevalla,< 20 kW,1694.0,18.67
2023,1485 Uddevalla,20 kW - 1 000 kW,111.0,5.13
2023,1485 Uddevalla,> 1 000 kW,0.0,0.0
2023,1485 Uddevalla,Totalt,1805.0,23.8
2023,1486 Strömstad,< 20 kW,427.0,4.46
2023,1486 Strömstad,20 kW - 1 000 kW,43.0,3.09
2023,1486 Strömstad,> 1 000 kW,0.0,0.0
2023,1486 Strömstad,Totalt,470.0,7.55
2023,1487 Vänersborg,< 20 kW,913.0,9.64
2023,1487 Vänersborg,20 kW - 1 000 kW,77.0,4.31
2023,1487 Vänersborg,> 1 000 kW,0.0,0.0
2023,1487 Vänersborg,Totalt,990.0,13.95
2023,1488 Trollhättan,< 20 kW,1035.0,11.35
2023,1488 Trollhättan,20 kW - 1 000 kW,96.0,6.04
2023,1488 Trollhättan,> 1 000 kW,1.0,1.25
2023,1488 Trollhättan,Totalt,1132.0,22.14
2023,1489 Alingsås,< 20 kW,1042.0,11.04
2023,1489 Alingsås,20 kW - 1 000 kW,106.0,4.81
2023,1489 Alingsås,> 1 000 kW,0.0,0.0
2023,1489 Alingsås,Totalt,1148.0,15.85
2023,1490 Borås,< 20 kW,2140.0,23.01
2023,1490 Borås,20 kW - 1 000 kW,194.0,13.24
2023,1490 Borås,> 1 000 kW,1.0,1.85
2023,1490 Borås,Totalt,2335.0,38.1
2023,1491 Ulricehamn,< 20 kW,758.0,8.48
2023,1491 Ulricehamn,20 kW - 1 000 kW,96.0,6.19
2023,1491 Ulricehamn,> 1 000 kW,0.0,0.0
2023,1491 Ulricehamn,Totalt,854.0,14.66
2023,1492 Åmål,< 20 kW,216.0,2.18
2023,1492 Åmål,20 kW - 1 000 kW,20.0,2.43
2023,1492 Åmål,> 1 000 kW,0.0,0.0
2023,1492 Åmål,Totalt,236.0,4.61
2023,1493 Mariestad,< 20 kW,687.0,7.53
2023,1493 Mariestad,20 kW - 1 000 kW,70.0,3.71
2023,1493 Mariestad,> 1 000 kW,0.0,0.0
2023,1493 Mariestad,Totalt,757.0,11.25
2023,1494 Lidköping,< 20 kW,1284.0,13.72
2023,1494 Lidköping,20 kW - 1 000 kW,218.0,10.5
2023,1494 Lidköping,> 1 000 kW,1.0,1.2
2023,1494 Lidköping,Totalt,1503.0,25.42
2023,1495 Skara,< 20 kW,484.0,5.6
2023,1495 Skara,20 kW - 1 000 kW,75.0,6.28
2023,1495 Skara,> 1 000 kW,5.0,9.0
2023,1495 Skara,Totalt,564.0,20.88
2023,1496 Skövde,< 20 kW,1339.0,14.76
2023,1496 Skövde,20 kW - 1 000 kW,147.0,8.23
2023,1496 Skövde,> 1 000 kW,1.0,1.47
2023,1496 Skövde,Totalt,1487.0,24.46
2023,1497 Hjo,< 20 kW,237.0,2.55
2023,1497 Hjo,20 kW - 1 000 kW,32.0,1.62
2023,1497 Hjo,> 1 000 kW,1.0,1.03
2023,1497 Hjo,Totalt,270.0,5.2
2023,1498 Tidaholm,< 20 kW,303.0,3.18
2023,1498 Tidaholm,20 kW - 1 000 kW,49.0,1.8
2023,1498 Tidaholm,> 1 000 kW,0.0,0.0
2023,1498 Tidaholm,Totalt,352.0,4.98
2023,1499 Falköping,< 20 kW,929.0,8.99
2023,1499 Falköping,20 kW - 1 000 kW,92.0,4.12
2023,1499 Falköping,> 1 000 kW,0.0,0.0
2023,1499 Falköping,Totalt,1021.0,13.11
2023,1715 Kil,< 20 kW,446.0,4.67
2023,1715 Kil,20 kW - 1 000 kW,20.0,0.83
2023,1715 Kil,> 1 000 kW,0.0,0.0
2023,1715 Kil,Totalt,466.0,5.51
2023,1730 Eda,< 20 kW,149.0,1.59
2023,1730 Eda,20 kW - 1 000 kW,8.0,0.47
2023,1730 Eda,> 1 000 kW,0.0,0.0
2023,1730 Eda,Totalt,157.0,2.06
2023,1737 Torsby,< 20 kW,301.0,3.17
2023,1737 Torsby,20 kW - 1 000 kW,28.0,2.2
2023,1737 Torsby,> 1 000 kW,1.0,1.1
2023,1737 Torsby,Totalt,330.0,6.47
2023,1760 Storfors,< 20 kW,143.0,1.48
2023,1760 Storfors,20 kW - 1 000 kW,9.0,0.3
2023,1760 Storfors,> 1 000 kW,0.0,0.0
2023,1760 Storfors,Totalt,152.0,1.79
2023,1761 Hammarö,< 20 kW,637.0,6.48
2023,1761 Hammarö,20 kW - 1 000 kW,22.0,1.01
2023,1761 Hammarö,> 1 000 kW,0.0,0.0
2023,1761 Hammarö,Totalt,659.0,7.48
2023,1762 Munkfors,< 20 kW,78.0,0.84
2023,1762 Munkfors,20 kW - 1 000 kW,4.0,0.12
2023,1762 Munkfors,> 1 000 kW,0.0,0.0
2023,1762 Munkfors,Totalt,82.0,0.96
2023,1763 Forshaga,< 20 kW,329.0,3.43
2023,1763 Forshaga,20 kW - 1 000 kW,12.0,1.14
2023,1763 Forshaga,> 1 000 kW,0.0,0.0
2023,1763 Forshaga,Totalt,341.0,4.57
2023,1764 Grums,< 20 kW,289.0,3.0
2023,1764 Grums,20 kW - 1 000 kW,19.0,1.38
2023,1764 Grums,> 1 000 kW,0.0,0.0
2023,1764 Grums,Totalt,308.0,4.38
2023,1765 Årjäng,< 20 kW,300.0,2.78
2023,1765 Årjäng,20 kW - 1 000 kW,19.0,0.89
2023,1765 Årjäng,> 1 000 kW,0.0,0.0
2023,1765 Årjäng,Totalt,319.0,3.67
2023,1766 Sunne,< 20 kW,616.0,6.48
2023,1766 Sunne,20 kW - 1 000 kW,35.0,2.46
2023,1766 Sunne,> 1 000 kW,0.0,0.0
2023,1766 Sunne,Totalt,651.0,8.94
2023,1780 Karlstad,< 20 kW,1845.0,18.62
2023,1780 Karlstad,20 kW - 1 000 kW,208.0,12.12
2023,1780 Karlstad,> 1 000 kW,0.0,0.0
2023,1780 Karlstad,Totalt,2053.0,30.75
2023,1781 Kristinehamn,< 20 kW,629.0,6.45
2023,1781 Kristinehamn,20 kW - 1 000 kW,74.0,4.04
2023,1781 Kristinehamn,> 1 000 kW,0.0,0.0
2023,1781 Kristinehamn,Totalt,703.0,10.49
2023,1782 Filipstad,< 20 kW,172.0,1.68
2023,1782 Filipstad,20 kW - 1 000 kW,6.0,0.73
2023,1782 Filipstad,> 1 000 kW,0.0,0.0
2023,1782 Filipstad,Totalt,178.0,2.41
2023,1783 Hagfors,< 20 kW,349.0,3.62
2023,1783 Hagfors,20 kW - 1 000 kW,11.0,0.54
2023,1783 Hagfors,> 1 000 kW,0.0,0.0
2023,1783 Hagfors,Totalt,360.0,4.16
2023,1784 Arvika,< 20 kW,763.0,8.05
2023,1784 Arvika,20 kW - 1 000 kW,42.0,3.77
2023,1784 Arvika,> 1 000 kW,0.0,0.0
2023,1784 Arvika,Totalt,805.0,11.82
2023,1785 Säffle,< 20 kW,371.0,3.76
2023,1785 Säffle,20 kW - 1 000 kW,38.0,1.81
2023,1785 Säffle,> 1 000 kW,0.0,0.0
2023,1785 Säffle,Totalt,409.0,5.57
2023,1814 Lekeberg,< 20 kW,421.0,4.57
2023,1814 Lekeberg,20 kW - 1 000 kW,32.0,1.29
2023,1814 Lekeberg,> 1 000 kW,0.0,0.0
2023,1814 Lekeberg,Totalt,453.0,5.86
2023,1860 Laxå,< 20 kW,253.0,2.57
2023,1860 Laxå,20 kW - 1 000 kW,19.0,0.85
2023,1860 Laxå,> 1 000 kW,0.0,0.0
2023,1860 Laxå,Totalt,272.0,3.42
2023,1861 Hallsberg,< 20 kW,502.0,5.38
2023,1861 Hallsberg,20 kW - 1 000 kW,45.0,1.78
2023,1861 Hallsberg,> 1 000 kW,0.0,0.0
2023,1861 Hallsberg,Totalt,547.0,7.16
2023,1862 Degerfors,< 20 kW,321.0,3.59
2023,1862 Degerfors,20 kW - 1 000 kW,23.0,0.88
2023,1862 Degerfors,> 1 000 kW,0.0,0.0
2023,1862 Degerfors,Totalt,344.0,4.46
2023,1863 Hällefors,< 20 kW,129.0,1.24
2023,1863 Hällefors,20 kW - 1 000 kW,7.0,0.35
2023,1863 Hällefors,> 1 000 kW,0.0,0.0
2023,1863 Hällefors,Totalt,136.0,1.59
2023,1864 Ljusnarsberg,< 20 kW,102.0,0.99
2023,1864 Ljusnarsberg,20 kW - 1 000 kW,7.0,0.22
2023,1864 Ljusnarsberg,> 1 000 kW,0.0,0.0
2023,1864 Ljusnarsberg,Totalt,109.0,1.21
2023,1880 Örebro,< 20 kW,3233.0,33.96
2023,1880 Örebro,20 kW - 1 000 kW,316.0,18.44
2023,1880 Örebro,> 1 000 kW,1.0,1.53
2023,1880 Örebro,Totalt,3550.0,53.94
2023,1881 Kumla,< 20 kW,748.0,8.03
2023,1881 Kumla,20 kW - 1 000 kW,47.0,1.77
2023,1881 Kumla,> 1 000 kW,0.0,0.0
2023,1881 Kumla,Totalt,795.0,9.8
2023,1882 Askersund,< 20 kW,524.0,5.63
2023,1882 Askersund,20 kW - 1 000 kW,55.0,2.66
2023,1882 Askersund,> 1 000 kW,0.0,0.0
2023,1882 Askersund,Totalt,579.0,8.29
2023,1883 Karlskoga,< 20 kW,642.0,6.46
2023,1883 Karlskoga,20 kW - 1 000 kW,49.0,1.86
2023,1883 Karlskoga,> 1 000 kW,0.0,0.0
2023,1883 Karlskoga,Totalt,691.0,8.31
2023,1884 Nora,< 20 kW,374.0,3.84
2023,1884 Nora,20 kW - 1 000 kW,28.0,1.0
2023,1884 Nora,> 1 000 kW,0.0,0.0
2023,1884 Nora,Totalt,402.0,4.84
2023,1885 Lindesberg,< 20 kW,672.0,7.19
2023,1885 Lindesberg,20 kW - 1 000 kW,95.0,5.03
2023,1885 Lindesberg,> 1 000 kW,0.0,0.0
2023,1885 Lindesberg,Totalt,767.0,12.21
2023,1904 Skinnskatteberg,< 20 kW,214.0,2.21
2023,1904 Skinnskatteberg,20 kW - 1 000 kW,9.0,0.31
2023,1904 Skinnskatteberg,> 1 000 kW,0.0,0.0
2023,1904 Skinnskatteberg,Totalt,223.0,2.52
2023,1907 Surahammar,< 20 kW,272.0,2.75
2023,1907 Surahammar,20 kW - 1 000 kW,14.0,0.58
2023,1907 Surahammar,> 1 000 kW,0.0,0.0
2023,1907 Surahammar,Totalt,286.0,3.33
2023,1960 Kungsör,< 20 kW,275.0,2.88
2023,1960 Kungsör,20 kW - 1 000 kW,20.0,0.89
2023,1960 Kungsör,> 1 000 kW,0.0,0.0
2023,1960 Kungsör,Totalt,295.0,3.76
2023,1961 Hallstahammar,< 20 kW,399.0,4.33
2023,1961 Hallstahammar,20 kW - 1 000 kW,35.0,2.3
2023,1961 Hallstahammar,> 1 000 kW,1.0,7.5
2023,1961 Hallstahammar,Totalt,435.0,14.13
2023,1962 Norberg,< 20 kW,153.0,1.55
2023,1962 Norberg,20 kW - 1 000 kW,10.0,0.44
2023,1962 Norberg,> 1 000 kW,0.0,0.0
2023,1962 Norberg,Totalt,163.0,2.0
2023,1980 Västerås,< 20 kW,2501.0,25.52
2023,1980 Västerås,20 kW - 1 000 kW,356.0,23.48
2023,1980 Västerås,> 1 000 kW,3.0,18.42
2023,1980 Västerås,Totalt,2860.0,67.42
2023,1981 Sala,< 20 kW,763.0,8.2
2023,1981 Sala,20 kW - 1 000 kW,84.0,3.84
2023,1981 Sala,> 1 000 kW,0.0,0.0
2023,1981 Sala,Totalt,847.0,12.04
2023,1982 Fagersta,< 20 kW,198.0,2.11
2023,1982 Fagersta,20 kW - 1 000 kW,15.0,0.59
2023,1982 Fagersta,> 1 000 kW,0.0,0.0
