time_start,fcr_n_price_eur_mw,fcr_n_volume_mw,fcr_d_up_price_eur_mw,fcr_d_up_volume_mw,fcr_d_down_price_eur_mw,fcr_d_down_volume_mw
2024-01-01T00:00:00,46.31946541106719,253.0,10.854359599679745,499.6,78.87467215686274,408.0
2024-01-01T01:00:00,45.86829876679842,253.0,10.567094461625494,530.3,84.16642687254902,408.0
2024-01-01T02:00:00,45.842928,253.0,10.327694496474416,553.1,89.65608045588235,408.0
2024-01-01T03:00:00,45.842848,253.0,10.455137445848376,554.0,84.32451992156862,408.0
2024-01-01T04:00:00,45.842848,253.0,10.58689196992202,538.6,91.4641506617647,408.0
2024-01-01T05:00:00,45.83320167588933,253.0,10.959096321883443,518.2,90.01900912009803,408.0
2024-01-01T06:00:00,44.551316875244424,255.7,14.17816989163807,553.7,63.56296886131387,411.0
2024-01-01T07:00:00,44.660326637931036,255.2,14.11259069090909,522.5,63.002207726499876,411.7
2024-01-01T08:00:00,44.57336224489796,254.8,14.341289756875248,501.8,49.22786128001921,416.4
2024-01-01T09:00:00,43.9324678972332,253.0,14.473700308703446,502.1,45.100854632549115,412.3
2024-01-01T10:00:00,43.89364939920949,253.0,14.395460642201835,501.4,43.078037160611856,418.4
2024-01-01T11:00:00,43.86208335177866,253.0,14.294188642344498,501.6,44.19765339385475,429.6
2024-01-01T12:00:00,44.07878918577075,253.0,14.900918609625668,542.3,42.63626225608316,423.3
2024-01-01T13:00:00,43.9010191146245,253.0,14.501003845344556,570.3,41.87324811764706,408.0
2024-01-01T14:00:00,43.92307518577075,253.0,14.933577433912387,529.6,41.5166391372549,408.0
2024-01-01T15:00:00,43.98206617391304,253.0,14.580772993355481,602.0,38.79156909803922,408.0
2024-01-01T16:00:00,44.09680445849802,253.0,14.647682792358804,602.0,40.28472745098039,408.0
2024-01-01T17:00:00,44.094937355371904,242.0,14.932946480066445,602.0,40.08252289705882,408.0
2024-01-01T18:00:00,44.10426338735178,253.0,15.299008139534884,602.0,40.93054017156863,408.0
2024-01-01T19:00:00,44.176933075098816,253.0,15.232712395348837,602.0,40.89127411764706,408.0
2024-01-01T20:00:00,44.060828083003955,253.0,14.980060357142857,602.0,41.43654529411765,408.0
2024-01-01T21:00:00,43.994923446640314,253.0,15.129855740863787,602.0,43.70421504901961,408.0
