month,day,hour,weight
1,1,1,0.00000000
1,1,11,0.00000147
1,1,13,0.00000000
1,2,11,0.00000147
1,2,14,0.00000000
1,3,10,0.00000295
1,3,11,0.00000589
1,3,12,0.00001031
1,3,13,0.00000000
1,4,10,0.00000884
1,4,11,0.00001031
1,4,12,0.00001031
1,4,13,0.00000000
1,5,10,0.00000884
1,5,11,0.00000958
1,5,12,0.00000368
1,5,13,0.00000000
1,6,10,0.00000737
1,6,11,0.00000638
1,6,12,0.00000442
1,6,13,0.00000000
1,7,10,0.00000442
1,7,11,0.00001031
1,7,12,0.00000737
1,7,13,0.00000147
1,7,14,0.00000000
1,8,10,0.00000442
1,8,11,0.00001473
1,8,12,0.00001768
1,8,13,0.00000737
1,8,14,0.00000000
1,9,10,0.00000295
1,9,11,0.00001031
1,9,12,0.00001326
1,9,13,0.00000589
1,9,14,0.00000000
1,10,10,0.00000295
1,10,11,0.00000663
1,10,12,0.00001179
1,10,13,0.00000368
1,10,14,0.00000000
1,11,10,0.00000516
1,11,11,0.00001179
1,11,12,0.00001252
1,11,13,0.00000589
1,11,14,0.00000000
1,12,10,0.00000295
1,12,11,0.00000737
1,12,12,0.00000884
1,12,13,0.00000368
1,12,14,0.00000000
1,13,10,0.00000147
1,13,11,0.00000295
1,13,12,0.00000442
1,13,13,0.00000147
1,13,14,0.00000000
1,14,10,0.00000589
1,14,11,0.00000589
1,14,13,0.00000737
1,14,14,0.00000000
1,15,9,0.00000737
1,15,10,0.00002062
1,15,11,0.00001768
1,15,12,0.00001915
1,15,13,0.00001620
1,15,14,0.00000000
1,16,9,0.00000442
1,16,10,0.00000884
1,16,11,0.00001473
1,16,12,0.00002946
1,16,13,0.00000737
1,16,14,0.00000000
1,16,15,0.00000000
1,17,10,0.00000196
1,17,11,0.00000221
1,17,12,0.00000221
1,17,13,0.00000147
1,17,14,0.00000000
1,17,15,0.00000000
1,18,10,0.00000295
1,18,11,0.00000589
1,18,12,0.00000516
1,18,13,0.00000147
1,18,14,0.00000000
1,18,15,0.00000000
1,19,10,0.00000368
1,19,11,0.00000442
1,19,12,0.00000000
1,19,13,0.00000246
1,19,14,0.00000098
1,19,15,0.00000000
1,20,9,0.00000147
1,20,10,0.00000393
1,20,11,0.00000516
1,20,13,0.00000295
1,20,14,0.00000037
1,20,15,0.00000000
1,21,10,0.00000184
1,21,11,0.00000442
1,21,12,0.00000295
1,21,13,0.00000196
1,21,14,0.00000000
1,22,9,0.00000147
1,22,10,0.00000368
1,22,11,0.00000516
1,22,13,0.00000196
1,22,14,0.00000000
1,23,9,0.00000442
1,23,10,0.00000491
1,23,11,0.00000737
1,23,12,0.00000786
1,23,13,0.00000368
1,23,14,0.00000074
1,23,15,0.00000049
1,23,16,0.00000000
1,24,9,0.00000147
1,24,10,0.00000393
1,24,11,0.00000516
1,24,12,0.00000589
1,24,13,0.00000344
1,24,14,0.00000037
1,24,15,0.00000000
1,25,9,0.00000147
1,25,10,0.00000368
1,25,11,0.00000663
1,25,12,0.00000737
1,25,13,0.00000368
1,25,14,0.00000074
1,25,15,0.00000000
1,26,9,0.00000295
1,26,10,0.00000540
1,26,11,0.00000884
1,26,12,0.00001473
1,26,13,0.00000368
1,26,14,0.00000147
1,26,15,0.00000000
1,27,9,0.00000344
1,27,10,0.00000687
1,27,11,0.00001129
1,27,12,0.00001400
1,27,13,0.00000663
1,27,14,0.00000147
1,27,15,0.00000000
1,28,9,0.00000147
1,28,10,0.00000331
1,28,11,0.00000786
1,28,12,0.00000663
1,28,13,0.00000368
1,28,14,0.00000110
1,28,15,0.00000000
1,29,9,0.00000196
1,29,10,0.00000737
1,29,11,0.00001375
1,29,12,0.00001277
1,29,13,0.00000737
1,29,14,0.00000196
1,29,15,0.00000000
1,30,9,0.00000589
1,30,10,0.00000516
1,30,11,0.00001179
1,30,13,0.00000737
1,30,14,0.00000110
1,30,15,0.00000000
1,31,9,0.00000295
1,31,10,0.00000994
1,31,11,0.00001473
1,31,12,0.00001277
1,31,13,0.00000810
1,31,14,0.00000221
1,31,15,0.00000000
2,1,1,0.00000000
2,1,9,0.00000393
2,1,10,0.00000847
2,1,11,0.00001866
2,1,12,0.00001768
2,1,13,0.00000737
2,1,14,0.00000442
2,1,15,0.00000049
2,1,16,0.00000000
2,2,9,0.00000246
2,2,10,0.00000884
2,2,11,0.00001375
2,2,12,0.00001473
2,2,13,0.00000442
2,2,14,0.00000196
2,2,15,0.00000049
2,2,16,0.00000000
2,3,9,0.00000442
2,3,10,0.00001179
2,3,11,0.00002112
2,3,12,0.00001179
2,3,13,0.00001277
2,3,14,0.00000331
2,3,15,0.00000049
2,3,16,0.00000000
2,4,9,0.00000196
2,4,10,0.00000737
2,4,11,0.00001228
2,4,12,0.00001620
2,4,13,0.00000884
2,4,14,0.00000295
2,4,15,0.00000049
2,4,16,0.00000000
2,5,0,0.00000295
2,5,9,0.00000147
2,5,10,0.00000344
2,5,11,0.00000491
2,5,12,0.00000442
2,5,13,0.00000295
2,5,14,0.00000221
2,5,15,0.00000000
2,5,19,0.00000000
2,5,20,0.00000147
2,5,21,0.00000295
2,5,22,0.00000147
2,6,0,0.00000295
2,6,6,0.00000147
2,6,7,0.00000000
2,6,8,0.00000147
2,6,9,0.00000344
2,6,10,0.00001289
2,6,11,0.00001768
2,6,12,0.00001584
2,6,13,0.00001129
2,6,14,0.00000295
2,6,15,0.00000098
2,6,16,0.00000000
2,6,19,0.00000000
2,6,20,0.00000147
2,7,0,0.00000295
2,7,2,0.00000147
2,7,3,0.00000295
2,7,5,0.00000147
2,7,7,0.00000000
2,7,8,0.00000147
2,7,9,0.00000491
2,7,10,0.00001473
2,7,11,0.00001989
2,7,12,0.00002725
2,7,13,0.00001326
2,7,14,0.00000331
2,7,15,0.00000049
2,7,16,0.00000000
2,7,21,0.00000147
2,7,22,0.00000000
2,7,23,0.00000147
2,8,0,0.00000295
2,8,1,0.00000147
2,8,6,0.00000000
2,8,8,0.00000147
2,8,9,0.00000638
2,8,10,0.00000994
2,8,11,0.00002308
2,8,12,0.00002799
2,8,13,0.00001326
2,8,14,0.00000295
2,8,15,0.00000098
2,8,16,0.00000000
2,8,21,0.00000147
2,9,0,0.00000295
2,9,2,0.00000147
2,9,3,0.00000295
2,9,5,0.00000147
2,9,7,0.00000000
2,9,8,0.00000147
2,9,9,0.00000442
2,9,10,0.00001694
2,9,11,0.00002541
2,9,12,0.00003388
2,9,13,0.00001768
2,9,14,0.00000663
2,9,15,0.00000074
2,9,16,0.00000000
2,9,17,0.00000147
2,9,21,0.00000295
2,9,22,0.00000147
2,10,0,0.00000442
2,10,2,0.00000147
2,10,4,0.00000295
2,10,5,0.00000147
2,10,8,0.00000295
2,10,9,0.00000994
2,10,10,0.00002689
2,10,11,0.00003720
2,10,12,0.00003757
2,10,13,0.00002357
2,10,14,0.00000847
2,10,15,0.00000110
2,10,16,0.00000000
2,10,19,0.00000000
2,10,20,0.00000295
2,10,21,0.00000442
2,10,22,0.00000295
2,11,2,0.00000295
2,11,6,0.00000147
2,11,7,0.00000000
2,11,8,0.00000368
2,11,9,0.00001289
2,11,10,0.00003609
2,11,11,0.00004861
2,11,12,0.00006850
2,11,13,0.00003351
2,11,14,0.00001289
2,11,15,0.00000221
2,11,16,0.00000000
2,12,8,0.00000516
2,12,9,0.00001915
2,12,10,0.00003830
2,12,11,0.00006286
2,12,12,0.00008544
2,12,13,0.00004420
2,12,14,0.00001436
2,12,15,0.00000258
2,12,16,0.00000000
2,13,8,0.00000393
2,13,9,0.00002013
2,13,10,0.00004321
2,13,11,0.00005696
2,13,12,0.00005844
2,13,13,0.00004370
2,13,14,0.00002062
2,13,15,0.00000344
2,13,16,0.00000000
2,14,8,0.00000491
2,14,9,0.00001731
2,14,10,0.00003167
2,14,11,0.00004604
2,14,12,0.00004751
2,14,13,0.00003879
2,14,14,0.00001694
2,14,15,0.00000258
2,14,16,0.00000000
2,15,8,0.00000479
2,15,9,0.00002750
2,15,10,0.00003867
2,15,11,0.00004972
2,15,12,0.00006531
2,15,13,0.00003609
2,15,14,0.00001657
2,15,15,0.00000221
2,15,16,0.00000000
2,16,8,0.00000663
2,16,9,0.00001571
2,16,10,0.00002701
2,16,11,0.00002946
2,16,12,0.00004125
2,16,13,0.00003462
2,16,14,0.00001105
2,16,15,0.00000295
2,16,16,0.00000000
2,17,8,0.00000786
2,17,9,0.00003339
2,17,10,0.00006040
2,17,11,0.00006261
2,17,12,0.00008643
2,17,13,0.00007022
2,17,14,0.00002873
2,17,15,0.00000884
2,17,16,0.00000049
2,17,17,0.00000000
2,18,8,0.00001473
2,18,9,0.00003830
2,18,10,0.00005672
2,18,11,0.00007476
2,18,12,0.00005303
2,18,13,0.00005488
2,18,14,0.00002836
2,18,15,0.00000933
2,18,16,0.00000147
2,18,17,0.00000000
2,19,8,0.00000884
2,19,9,0.00002283
2,19,10,0.00004125
2,19,11,0.00007366
2,19,12,0.00006335
2,19,13,0.00004861
2,19,14,0.00003094
2,19,15,0.00000552
2,19,16,0.00000147
2,19,17,0.00000000
2,20,8,0.00000982
2,20,9,0.00002357
2,20,10,0.00004456
2,20,11,0.00009576
2,20,12,0.00006187
2,20,13,0.00003425
2,20,14,0.00001620
2,20,15,0.00000405
2,20,16,0.00000147
2,20,17,0.00000000
2,21,8,0.00000393
2,21,9,0.00000994
2,21,10,0.00001915
2,21,11,0.00002762
2,21,12,0.00002799
2,21,13,0.00001952
2,21,14,0.00000884
2,21,15,0.00000258
2,21,16,0.00000049
2,21,17,0.00000000
2,22,8,0.00000258
2,22,9,0.00001068
2,22,10,0.00001657
2,22,11,0.00002995
2,22,12,0.00002652
2,22,13,0.00001768
2,22,14,0.00000994
2,22,15,0.00000368
2,22,16,0.00000110
2,22,17,0.00000000
2,23,8,0.00000295
2,23,9,0.00000994
2,23,10,0.00002283
2,23,11,0.00003732
2,23,12,0.00004272
2,23,13,0.00004530
2,23,14,0.00003928
2,23,15,0.00001105
2,23,16,0.00000295
2,23,17,0.00000000
2,24,8,0.00000687
2,24,9,0.00001952
2,24,10,0.00003167
2,24,11,0.00003941
2,24,12,0.00004960
2,24,13,0.00004014
2,24,14,0.00002394
2,24,15,0.00000479
2,24,16,0.00000147
2,24,17,0.00000000
2,25,8,0.00000773
2,25,9,0.00002357
2,25,10,0.00004309
2,25,11,0.00006826
2,25,12,0.00005414
2,25,13,0.00004420
2,25,14,0.00002910
2,25,15,0.00000663
2,25,16,0.00000184
2,25,17,0.00000000
2,26,7,0.00000147
2,26,8,0.00001105
2,26,9,0.00002910
2,26,10,0.00004825
2,26,11,0.00006408
2,26,12,0.00005058
2,26,13,0.00005488
2,26,14,0.00003315
2,26,15,0.00000810
2,26,16,0.00000258
2,26,17,0.00000000
2,27,7,0.00000147
2,27,8,0.00002062
2,27,9,0.00005377
2,27,10,0.00009539
2,27,11,0.00012191
2,27,12,0.00015567
2,27,13,0.00009613
2,27,14,0.00005046
2,27,15,0.00001768
2,27,16,0.00000405
2,27,17,0.00000000
2,28,8,0.00001915
2,28,9,0.00004346
2,28,10,0.00007992
2,28,11,0.00010975
2,28,12,0.00011233
2,28,13,0.00008434
2,28,14,0.00004346
2,28,15,0.00001510
2,28,16,0.00000221
2,28,17,0.00000000
2,29,7,0.00000295
2,29,8,0.00002062
2,29,9,0.00003830
2,29,10,0.00005009
2,29,11,0.00004861
2,29,12,0.00004125
2,29,13,0.00002652
2,29,14,0.00001473
2,29,15,0.00000295
2,29,16,0.00000147
2,29,17,0.00000000
3,1,1,0.00000000
3,1,7,0.00000246
3,1,8,0.00002259
3,1,9,0.00004051
3,1,10,0.00006482
3,1,11,0.00009821
3,1,12,0.00006813
3,1,13,0.00004898
3,1,14,0.00002799
3,1,15,0.00000847
3,1,16,0.00000221
3,1,17,0.00000000
3,2,7,0.00000393
3,2,8,0.00001694
3,2,9,0.00003941
3,2,10,0.00007329
3,2,11,0.00010865
3,2,12,0.00012485
3,2,13,0.00014388
3,2,14,0.00006998
3,2,15,0.00002725
3,2,16,0.00000442
3,2,17,0.00000000
3,3,7,0.00000405
3,3,8,0.00001731
3,3,9,0.00004235
3,3,10,0.00006924
3,3,11,0.00009465
3,3,12,0.00012080
3,3,13,0.00010202
3,3,14,0.00006629
3,3,15,0.00001694
3,3,16,0.00000258
3,3,17,0.00000000
3,4,7,0.00000516
3,4,8,0.00003683
3,4,9,0.00008360
3,4,10,0.00012191
3,4,11,0.00015910
3,4,12,0.00016905
3,4,13,0.00014916
3,4,14,0.00009281
3,4,15,0.00003941
3,4,16,0.00000884
3,4,17,0.00000000
3,5,7,0.00000552
3,5,8,0.00001952
3,5,9,0.00004125
3,5,10,0.00007292
3,5,11,0.00011454
3,5,12,0.00016303
3,5,13,0.00011601
3,5,14,0.00007808
3,5,15,0.00003536
3,5,16,0.00000773
3,5,17,0.00000000
3,6,7,0.00000626
3,6,8,0.00002320
3,6,9,0.00005009
3,6,10,0.00008876
3,6,11,0.00011822
3,6,12,0.00012817
3,6,13,0.00011454
3,6,14,0.00007034
3,6,15,0.00002431
3,6,16,0.00000810
3,6,17,0.00000098
3,6,18,0.00000000
3,7,7,0.00000810
3,7,8,0.00003020
3,7,9,0.00009428
3,7,10,0.00012375
3,7,11,0.00013885
3,7,12,0.00013958
3,7,13,0.00011012
3,7,14,0.00006998
3,7,15,0.00002247
3,7,16,0.00000884
3,7,17,0.00000147
3,7,18,0.00000000
3,8,7,0.00001031
3,8,8,0.00003167
3,8,9,0.00007182
3,8,10,0.00012080
3,8,11,0.00013443
3,8,12,0.00013369
3,8,13,0.00012264
3,8,14,0.00008876
3,8,15,0.00003757
3,8,16,0.00001179
3,8,17,0.00000098
3,8,18,0.00000000
3,9,7,0.00001510
3,9,8,0.00005303
3,9,9,0.00010607
3,9,10,0.00015763
3,9,11,0.00022208
3,9,12,0.00022429
3,9,13,0.00018636
3,9,14,0.00011859
3,9,15,0.00004383
3,9,16,0.00001068
3,9,17,0.00000221
3,9,18,0.00000000
3,10,6,0.00000147
3,10,7,0.00001584
3,10,8,0.00004898
3,10,9,0.00010386
3,10,10,0.00019151
3,10,11,0.00025228
3,10,12,0.00027733
3,10,13,0.00023460
3,10,14,0.00015542
3,10,15,0.00006629
3,10,16,0.00001841
3,10,17,0.00000368
3,10,18,0.00000000
3,11,6,0.00000147
3,11,7,0.00001841
3,11,8,0.00005930
3,11,9,0.00013295
3,11,10,0.00022245
3,11,11,0.00028469
3,11,12,0.00028764
3,11,13,0.00023460
3,11,14,0.00014990
3,11,15,0.00005930
3,11,16,0.00001915
3,11,17,0.00000331
3,11,18,0.00000000
3,12,6,0.00000147
3,12,7,0.00001694
3,12,8,0.00005635
3,12,9,0.00011307
3,12,10,0.00019041
3,12,11,0.00023718
3,12,12,0.00025670
3,12,13,0.00022061
3,12,14,0.00014769
3,12,15,0.00005819
3,12,16,0.00001731
3,12,17,0.00000258
3,12,18,0.00000000
3,13,7,0.00001510
3,13,8,0.00005009
3,13,9,0.00010128
3,13,10,0.00016389
3,13,11,0.00024111
3,13,12,0.00021066
3,13,13,0.00018120
3,13,14,0.00012964
3,13,15,0.00006519
3,13,16,0.00001989
3,13,17,0.00000295
3,13,18,0.00000000
3,14,6,0.00000147
3,14,7,0.00001952
3,14,8,0.00005303
3,14,9,0.00010496
3,14,10,0.00016942
3,14,11,0.00021840
3,14,12,0.00025302
3,14,13,0.00024676
3,14,14,0.00019483
3,14,15,0.00009244
3,14,16,0.00003204
3,14,17,0.00000479
3,14,18,0.00000000
3,15,6,0.00000147
3,15,7,0.00001805
3,15,8,0.00005856
3,15,9,0.00010681
3,15,10,0.00016242
3,15,11,0.00017973
3,15,12,0.00017420
3,15,13,0.00013701
3,15,14,0.00009576
3,15,15,0.00003425
3,15,16,0.00001068
3,15,17,0.00000147
3,15,18,0.00000049
3,15,19,0.00000000
3,16,6,0.00000295
3,16,7,0.00003315
3,16,8,0.00009318
3,16,9,0.00016978
3,16,10,0.00025376
3,16,11,0.00029611
3,16,12,0.00030753
3,16,13,0.00026812
3,16,14,0.00019814
3,16,15,0.00009760
3,16,16,0.00004014
3,16,17,0.00000626
3,16,18,0.00000000
3,17,6,0.00000405
3,17,7,0.00002983
3,17,8,0.00007550
3,17,9,0.00013848
3,17,10,0.00018525
