time_start,zone,psr_type,generation_mw,resolution_minutes
2025-01-01T00:00:00+00:00,DK1,solar,0.44,60
2025-01-01T01:00:00+00:00,DK1,solar,0.73,60
2025-01-01T02:00:00+00:00,DK1,solar,0.72,60
2025-01-01T03:00:00+00:00,DK1,solar,0.72,60
2025-01-01T04:00:00+00:00,DK1,solar,0.64,60
2025-01-01T05:00:00+00:00,DK1,solar,0.64,60
2025-01-01T06:00:00+00:00,DK1,solar,0.64,60
2025-01-01T07:00:00+00:00,DK1,solar,0.65,60
2025-01-01T08:00:00+00:00,DK1,solar,2.08,60
2025-01-01T09:00:00+00:00,DK1,solar,13.89,60
2025-01-01T10:00:00+00:00,DK1,solar,26.74,60
2025-01-01T11:00:00+00:00,DK1,solar,23.21,60
2025-01-01T12:00:00+00:00,DK1,solar,18.58,60
2025-01-01T13:00:00+00:00,DK1,solar,19.95,60
2025-01-01T14:00:00+00:00,DK1,solar,7.67,60
2025-01-01T15:00:00+00:00,DK1,solar,0.17,60
2025-01-01T16:00:00+00:00,DK1,solar,0.25,60
2025-01-01T17:00:00+00:00,DK1,solar,0.24,60
2025-01-01T18:00:00+00:00,DK1,solar,0.25,60
2025-01-01T19:00:00+00:00,DK1,solar,0.25,60
2025-01-01T20:00:00+00:00,DK1,solar,0.2,60
2025-01-01T21:00:00+00:00,DK1,solar,0.16,60
2025-01-01T22:00:00+00:00,DK1,solar,0.18,60
2025-01-01T23:00:00+00:00,DK1,solar,0.22,60
2025-01-02T00:00:00+00:00,DK1,solar,0.26,60
2025-01-02T01:00:00+00:00,DK1,solar,0.23,60
2025-01-02T02:00:00+00:00,DK1,solar,0.24,60
2025-01-02T03:00:00+00:00,DK1,solar,0.24,60
2025-01-02T04:00:00+00:00,DK1,solar,0.25,60
2025-01-02T05:00:00+00:00,DK1,solar,0.12,60
2025-01-02T06:00:00+00:00,DK1,solar,0.09,60
2025-01-02T07:00:00+00:00,DK1,solar,0.6,60
2025-01-02T08:00:00+00:00,DK1,solar,81.9,60
