time_start,zone,imbl_sales_price_eur_mwh,imbl_purchase_price_eur_mwh,up_reg_price_eur_mwh,down_reg_price_eur_mwh,main_dir_reg_power,imbl_spot_diff_eur_mwh
2025-01-01T00:00:00Z,SE1,2.0,2.0,3.97,2.0,-1.0,-1.97
2025-01-01T00:15:00Z,SE1,2.0,2.0,3.97,2.0,-1.0,-1.97
2025-01-01T00:30:00Z,SE1,2.0,2.0,3.97,2.0,-1.0,-1.97
2025-01-01T00:45:00Z,SE1,2.0,2.0,3.97,2.0,-1.0,-1.97
2025-01-01T01:00:00Z,SE1,2.0,2.0,3.82,2.0,-1.0,-1.82
2025-01-01T01:15:00Z,SE1,2.0,2.0,3.82,2.0,-1.0,-1.82
2025-01-01T01:30:00Z,SE1,2.0,2.0,3.82,2.0,-1.0,-1.82
2025-01-01T01:45:00Z,SE1,2.0,2.0,3.82,2.0,-1.0,-1.82
2025-01-01T02:00:00Z,SE1,3.0,3.0,3.49,3.0,-1.0,-0.49
2025-01-01T02:15:00Z,SE1,3.0,3.0,3.49,3.0,-1.0,-0.49
2025-01-01T02:30:00Z,SE1,3.0,3.0,3.49,3.0,-1.0,-0.49
2025-01-01T02:45:00Z,SE1,3.0,3.0,3.49,3.0,-1.0,-0.49
2025-01-01T03:00:00Z,SE1,3.0,3.0,3.46,3.0,-1.0,-0.46
2025-01-01T03:15:00Z,SE1,3.0,3.0,3.46,3.0,-1.0,-0.46
2025-01-01T03:30:00Z,SE1,3.0,3.0,3.46,3.0,-1.0,-0.46
2025-01-01T03:45:00Z,SE1,3.0,3.0,3.46,3.0,-1.0,-0.46
2025-01-01T04:00:00Z,SE1,3.89,3.89,3.89,3.89,0.0,0.0
2025-01-01T04:15:00Z,SE1,3.89,3.89,3.89,3.89,0.0,0.0
2025-01-01T04:30:00Z,SE1,3.89,3.89,3.89,3.89,0.0,0.0
2025-01-01T04:45:00Z,SE1,3.89,3.89,3.89,3.89,0.0,0.0
2025-01-01T05:00:00Z,SE1,2.0,2.0,3.54,2.0,-1.0,-1.54
