month,day,hour,power_mw
2,4,2,0.0
2,4,3,0.0
2,4,4,0.0
2,4,5,0.0
2,4,6,0.0
2,4,7,0.0
2,4,8,0.0
2,4,9,0.042002
2,4,10,0.084415
2,4,11,0.08214
2,4,12,0.069668
2,4,13,0.0728
2,4,14,0.035117
2,4,15,0.025617
2,4,16,0.0
2,4,17,0.0
2,4,18,0.0
2,4,19,0.0
2,4,20,0.0
2,4,21,0.0
2,4,22,0.0
2,4,23,0.0
2,5,0,0.0
2,5,1,0.0
2,5,2,0.0
2,5,3,0.0
2,5,4,0.0
2,5,5,0.0
2,5,6,0.0
2,5,7,0.0
2,5,8,0.02274
2,5,9,0.152088
2,5,10,0.261159
2,5,11,0.341298
2,5,12,0.363015
2,5,13,0.267064
2,5,14,0.072747
2,5,15,0.029647
2,5,16,0.0
2,5,17,0.0
2,5,18,0.0
2,5,19,0.0
2,5,20,0.0
2,5,21,0.0
2,5,22,0.0
2,5,23,0.0
2,6,0,0.0
2,6,1,0.0
2,6,2,0.0
2,6,3,0.0
2,6,4,0.0
2,6,5,0.0
2,6,6,0.0
2,6,7,0.0
2,6,8,0.020987
2,6,9,0.143782
2,6,10,0.254524
2,6,11,0.334999
2,6,12,0.35979
2,6,13,0.29196
2,6,14,0.183538
2,6,15,0.100204
2,6,16,0.007437
2,6,17,0.0
2,6,18,0.0
2,6,19,0.0
2,6,20,0.0
2,6,21,0.0
2,6,22,0.0
2,6,23,0.0
2,7,0,0.0
2,7,1,0.0
2,7,2,0.0
2,7,3,0.0
2,7,4,0.0
2,7,5,0.0
2,7,6,0.0
2,7,7,0.0
2,7,8,0.006261
2,7,9,0.021372
2,7,10,0.037692
2,7,11,0.04519
2,7,12,0.046771
2,7,13,0.04243
2,7,14,0.034759
2,7,15,0.017607
2,7,16,0.0
2,7,17,0.0
2,7,18,0.0
2,7,19,0.0
2,7,20,0.0
2,7,21,0.0
2,7,22,0.0
2,7,23,0.0
2,8,0,0.0
2,8,1,0.0
2,8,2,0.0
2,8,3,0.0
2,8,4,0.0
2,8,5,0.0
2,8,6,0.0
2,8,7,0.0
2,8,8,0.011744
2,8,9,0.013596
2,8,10,0.021237
2,8,11,0.04124
2,8,12,0.053899
2,8,13,0.07956
2,8,14,0.113682
2,8,15,0.037078
2,8,16,0.0
2,8,17,0.0
2,8,18,0.0
2,8,19,0.0
2,8,20,0.0
2,8,21,0.0
2,8,22,0.0
2,8,23,0.0
2,9,0,0.0
2,9,1,0.0
2,9,2,0.0
2,9,3,0.0
2,9,4,0.0
2,9,5,0.0
2,9,6,0.0
2,9,7,0.0
2,9,8,0.002473
2,9,9,0.002002
2,9,10,0.018432
2,9,11,0.029894
2,9,12,0.024467
2,9,13,0.026288
2,9,14,0.018458
2,9,15,0.010872
2,9,16,0.0
2,9,17,0.0
2,9,18,0.0
2,9,19,0.0
2,9,20,0.0
2,9,21,0.0
2,9,22,0.0
2,9,23,0.0
2,10,0,0.0
2,10,1,0.0
2,10,2,0.0
2,10,3,0.0
2,10,4,0.0
2,10,5,0.0
2,10,6,0.0
2,10,7,0.0
2,10,8,0.0
2,10,9,0.014355
2,10,10,0.046312
2,10,11,0.068242
2,10,12,0.078745
2,10,13,0.072524
2,10,14,0.075568
2,10,15,0.042372
2,10,16,0.0
2,10,17,0.0
2,10,18,0.0
2,10,19,0.0
2,10,20,0.0
2,10,21,0.0
2,10,22,0.0
2,10,23,0.0
2,11,0,0.0
2,11,1,0.0
2,11,2,0.0
2,11,3,0.0
2,11,4,0.0
2,11,5,0.0
2,11,6,0.0
2,11,7,0.0
2,11,8,0.019157
2,11,9,0.023875
2,11,10,0.024923
2,11,11,0.087929
2,11,12,0.092286
2,11,13,0.084897
2,11,14,0.049588
2,11,15,0.04109
2,11,16,0.0
2,11,17,0.0
2,11,18,0.0
2,11,19,0.0
2,11,20,0.0
2,11,21,0.0
2,11,22,0.0
2,11,23,0.0
2,12,0,0.0
2,12,1,0.0
2,12,2,0.0
2,12,3,0.0
2,12,4,0.0
2,12,5,0.0
2,12,6,0.0
2,12,7,0.0
2,12,8,0.0
2,12,9,0.021789
2,12,10,0.147447
2,12,11,0.237633
2,12,12,0.392632
2,12,13,0.37066
2,12,14,0.280718
2,12,15,0.147041
2,12,16,0.013168
2,12,17,0.0
2,12,18,0.0
2,12,19,0.0
2,12,20,0.0
2,12,21,0.0
2,12,22,0.0
2,12,23,0.0
2,13,0,0.0
2,13,1,0.0
2,13,2,0.0
2,13,3,0.0
2,13,4,0.0
2,13,5,0.0
2,13,6,0.0
2,13,7,0.0
2,13,8,0.040165
2,13,9,0.159338
2,13,10,0.319755
2,13,11,0.405591
2,13,12,0.377772
2,13,13,0.311786
2,13,14,0.203097
2,13,15,0.115239
2,13,16,0.008923
2,13,17,0.0
2,13,18,0.0
2,13,19,0.0
2,13,20,0.0
2,13,21,0.0
2,13,22,0.0
2,13,23,0.0
2,14,0,0.0
2,14,1,0.0
2,14,2,0.0
2,14,3,0.0
2,14,4,0.0
2,14,5,0.0
2,14,6,0.0
2,14,7,0.0
2,14,8,0.045339
2,14,9,0.173584
2,14,10,0.175812
2,14,11,0.145719
2,14,12,0.119501
2,14,13,0.097381
2,14,14,0.115939
2,14,15,0.080448
2,14,16,0.007898
2,14,17,0.0
2,14,18,0.0
2,14,19,0.0
2,14,20,0.0
2,14,21,0.0
2,14,22,0.0
2,14,23,0.0
2,15,0,0.0
2,15,1,0.0
2,15,2,0.0
2,15,3,0.0
2,15,4,0.0
2,15,5,0.0
2,15,6,0.0
2,15,7,0.0
2,15,8,0.002881
2,15,9,0.022479
2,15,10,0.035753
2,15,11,0.039894
2,15,12,0.053052
2,15,13,0.054245
2,15,14,0.033921
2,15,15,0.034542
2,15,16,0.00245
2,15,17,0.0
2,15,18,0.0
2,15,19,0.0
2,15,20,0.0
2,15,21,0.0
2,15,22,0.0
2,15,23,0.0
2,16,0,0.0
2,16,1,0.0
2,16,2,0.0
2,16,3,0.0
2,16,4,0.0
2,16,5,0.0
2,16,6,0.0
2,16,7,0.0
2,16,8,0.0
2,16,9,0.008357
2,16,10,0.026166
2,16,11,0.033139
2,16,12,0.02689
2,16,13,0.028646
2,16,14,0.042617
2,16,15,0.029949
2,16,16,0.00229
2,16,17,0.0
2,16,18,0.0
2,16,19,0.0
2,16,20,0.0
2,16,21,0.0
2,16,22,0.0
2,16,23,0.0
2,17,0,0.0
2,17,1,0.0
2,17,2,0.0
2,17,3,0.0
2,17,4,0.0
2,17,5,0.0
2,17,6,0.0
2,17,7,0.0
2,17,8,0.017617
2,17,9,0.056574
2,17,10,0.034684
2,17,11,0.033515
2,17,12,0.041476
2,17,13,0.043355
2,17,14,0.040283
2,17,15,0.02722
2,17,16,0.005643
2,17,17,0.0
2,17,18,0.0
2,17,19,0.0
2,17,20,0.0
2,17,21,0.0
2,17,22,0.0
2,17,23,0.0
2,18,0,0.0
2,18,1,0.0
2,18,2,0.0
2,18,3,0.0
2,18,4,0.0
2,18,5,0.0
2,18,6,0.0
2,18,7,0.0
2,18,8,0.027167
2,18,9,0.05959
2,18,10,0.046581
2,18,11,0.013635
2,18,12,0.077254
2,18,13,0.125208
2,18,14,0.167355
2,18,15,0.08308
2,18,16,0.014083
2,18,17,0.0
2,18,18,0.0
2,18,19,0.0
2,18,20,0.0
2,18,21,0.0
2,18,22,0.0
2,18,23,0.0
2,19,0,0.0
2,19,1,0.0
2,19,2,0.0
2,19,3,0.0
2,19,4,0.0
2,19,5,0.0
2,19,6,0.0
2,19,7,0.0
2,19,8,0.009811
2,19,9,0.064455
2,19,10,0.131345
