time_start,zone,mfrr_up_price_eur_mwh,mfrr_up_volume_mwh,mfrr_down_price_eur_mwh,mfrr_down_volume_mwh
2024-01-01T00:00:00,SE1,55.0,50.117,29.56,0.0
2024-01-01T00:00:00,SE2,55.0,95.917,29.56,0.0
2024-01-01T00:00:00,SE3,55.0,0.0,29.56,0.0
2024-01-01T00:00:00,SE4,55.0,0.0,29.56,0.0
2024-01-01T01:00:00,SE1,53.87,81.0,28.46,0.0
2024-01-01T01:00:00,SE2,53.87,143.0,28.46,0.0
2024-01-01T01:00:00,SE3,53.87,0.0,28.46,0.0
2024-01-01T01:00:00,SE4,53.87,0.0,28.46,0.0
2024-01-01T02:00:00,SE1,53.87,40.617,26.66,0.0
2024-01-01T02:00:00,SE2,53.87,73.15,26.66,0.0
2024-01-01T02:00:00,SE3,53.87,0.0,26.66,0.0
2024-01-01T02:00:00,SE4,53.87,0.0,26.66,0.0
2024-01-01T03:00:00,SE1,24.48,0.0,24.48,0.0
2024-01-01T03:00:00,SE2,24.48,0.0,24.48,0.0
2024-01-01T03:00:00,SE3,24.48,0.0,24.48,0.0
2024-01-01T03:00:00,SE4,24.48,0.0,24.48,0.0
2024-01-01T04:00:00,SE1,36.0,10.0,24.01,0.0
2024-01-01T04:00:00,SE2,36.0,0.0,24.01,0.0
2024-01-01T04:00:00,SE3,36.0,0.0,24.01,0.0
2024-01-01T04:00:00,SE4,36.0,0.0,24.01,0.0
2024-01-01T05:00:00,SE1,36.0,10.0,21.23,0.0
2024-01-01T05:00:00,SE2,36.0,0.0,21.23,0.0
2024-01-01T05:00:00,SE3,36.0,0.0,21.23,0.0
2024-01-01T05:00:00,SE4,36.0,0.0,21.23,0.0
2024-01-01T06:00:00,SE1,40.11,10.0,22.62,0.0
2024-01-01T06:00:00,SE2,40.11,0.0,22.62,0.0
2024-01-01T06:00:00,SE3,40.11,0.0,22.62,0.0
2024-01-01T06:00:00,SE4,40.11,0.0,22.62,0.0
2024-01-01T07:00:00,SE1,44.0,10.0,25.04,0.0
2024-01-01T07:00:00,SE2,44.0,0.0,25.04,0.0
2024-01-01T07:00:00,SE3,44.0,0.0,25.04,0.0
2024-01-01T07:00:00,SE4,44.0,0.0,25.04,0.0
2024-01-01T08:00:00,SE1,44.0,10.0,26.24,0.0
2024-01-01T08:00:00,SE2,44.0,6.0,26.24,0.0
2024-01-01T08:00:00,SE3,44.0,0.0,26.24,0.0
2024-01-01T08:00:00,SE4,44.0,0.0,26.24,0.0
2024-01-01T09:00:00,SE1,44.0,10.0,32.21,0.0
2024-01-01T09:00:00,SE2,44.0,0.0,32.21,0.0
2024-01-01T09:00:00,SE3,44.0,0.0,32.21,0.0
2024-01-01T09:00:00,SE4,44.0,0.0,32.21,0.0
2024-01-01T10:00:00,SE1,48.0,4.333,41.34,0.0
2024-01-01T10:00:00,SE2,48.0,0.0,41.34,0.0
2024-01-01T10:00:00,SE3,48.0,0.0,41.34,0.0
2024-01-01T10:00:00,SE4,48.0,0.0,41.34,0.0
2024-01-01T11:00:00,SE1,43.51,0.0,43.51,0.0
2024-01-01T11:00:00,SE2,43.51,0.0,43.51,0.0
2024-01-01T11:00:00,SE3,43.51,0.0,43.51,0.0
2024-01-01T11:00:00,SE4,43.51,0.0,43.51,0.0
2024-01-01T12:00:00,SE1,60.0,88.0,43.02,0.0
2024-01-01T12:00:00,SE2,60.0,31.417,43.02,0.0
2024-01-01T12:00:00,SE3,60.0,0.0,43.02,0.0
2024-01-01T12:00:00,SE4,60.0,0.0,43.02,0.0
2024-01-01T13:00:00,SE1,60.0,29.0,44.29,0.0
2024-01-01T13:00:00,SE2,60.0,112.0,44.29,0.0
2024-01-01T13:00:00,SE3,60.0,0.0,44.29,0.0
2024-01-01T13:00:00,SE4,60.0,0.0,44.29,0.0
2024-01-01T14:00:00,SE1,71.0,29.0,46.24,0.0
2024-01-01T14:00:00,SE2,71.0,292.883,46.24,0.0
2024-01-01T14:00:00,SE3,71.0,51.267,46.24,0.0
2024-01-01T14:00:00,SE4,71.0,0.0,46.24,0.0
2024-01-01T15:00:00,SE1,71.0,331.0,50.61,0.0
2024-01-01T15:00:00,SE2,71.0,207.0,50.61,0.0
2024-01-01T15:00:00,SE3,71.0,96.0,50.61,0.0
2024-01-01T15:00:00,SE4,71.0,0.0,50.61,0.0
2024-01-01T16:00:00,SE1,71.0,216.0,59.47,0.0
2024-01-01T16:00:00,SE2,71.0,178.0,59.47,0.0
2024-01-01T16:00:00,SE3,71.0,96.0,59.47,0.0
2024-01-01T16:00:00,SE4,71.0,0.0,59.47,0.0
2024-01-01T17:00:00,SE1,73.0,221.0,64.99,0.0
2024-01-01T17:00:00,SE2,73.0,173.0,64.99,0.0
2024-01-01T17:00:00,SE3,73.0,96.0,64.99,0.0
2024-01-01T17:00:00,SE4,73.0,0.0,64.99,0.0
2024-01-01T18:00:00,SE1,73.0,217.0,61.74,0.0
2024-01-01T18:00:00,SE2,73.0,202.5,61.74,0.0
2024-01-01T18:00:00,SE3,73.0,96.0,61.74,0.0
2024-01-01T18:00:00,SE4,73.0,0.0,61.74,0.0
2024-01-01T19:00:00,SE1,70.0,82.9,55.07,0.0
2024-01-01T19:00:00,SE2,70.0,128.0,55.07,0.0
2024-01-01T19:00:00,SE3,70.0,31.5,55.07,0.0
2024-01-01T19:00:00,SE4,70.0,0.0,55.07,0.0
2024-01-01T20:00:00,SE1,54.0,22.0,48.01,0.0
2024-01-01T20:00:00,SE2,54.0,31.0,48.01,0.0
2024-01-01T20:00:00,SE3,54.0,10.0,48.01,0.0
2024-01-01T20:00:00,SE4,54.0,0.0,48.01,0.0
2024-01-01T21:00:00,SE1,44.01,0.0,14.13,70.5
2024-01-01T21:00:00,SE2,44.01,0.0,14.13,52.5
2024-01-01T21:00:00,SE3,44.01,0.0,14.13,7.5
2024-01-01T21:00:00,SE4,44.01,0.0,14.13,0.0
2024-01-01T22:00:00,SE1,45.2,0.0,22.5,10.0
2024-01-01T22:00:00,SE2,45.2,0.0,22.5,15.0
2024-01-01T22:00:00,SE3,45.2,0.0,22.5,10.0
2024-01-01T22:00:00,SE4,45.2,0.0,22.5,0.0
2024-01-01T23:00:00,SE1,38.0,0.0,21.0,10.0
2024-01-01T23:00:00,SE2,38.0,0.0,21.0,5.0
2024-01-01T23:00:00,SE3,38.0,0.0,21.0,10.0
2024-01-01T23:00:00,SE4,38.0,0.0,21.0,0.0
2024-01-02T00:00:00,SE1,38.0,0.0,21.0,10.0
2024-01-02T00:00:00,SE2,38.0,0.0,21.0,25.0
2024-01-02T00:00:00,SE3,38.0,0.0,21.0,10.0
2024-01-02T00:00:00,SE4,38.0,0.0,21.0,0.0
2024-01-02T01:00:00,SE1,33.56,0.0,21.0,10.0
2024-01-02T01:00:00,SE2,33.56,0.0,21.0,35.0
2024-01-02T01:00:00,SE3,33.56,0.0,21.0,10.0
2024-01-02T01:00:00,SE4,33.56,0.0,21.0,0.0
2024-01-02T02:00:00,SE1,32.03,0.0,21.0,10.0
2024-01-02T02:00:00,SE2,32.03,0.0,21.0,25.0
2024-01-02T02:00:00,SE3,32.03,0.0,21.0,10.0
2024-01-02T02:00:00,SE4,32.03,0.0,21.0,0.0
2024-01-02T03:00:00,SE1,32.29,0.0,17.5,10.0
2024-01-02T03:00:00,SE2,32.29,0.0,17.5,25.0
2024-01-02T03:00:00,SE3,32.29,0.0,17.5,10.0
2024-01-02T03:00:00,SE4,32.29,0.0,17.5,0.0
2024-01-02T04:00:00,SE1,36.7,0.0,17.5,10.0
2024-01-02T04:00:00,SE2,36.7,0.0,17.5,30.0
2024-01-02T04:00:00,SE3,36.7,0.0,17.5,10.0
2024-01-02T04:00:00,SE4,36.7,0.0,17.5,0.0
2024-01-02T05:00:00,SE1,41.72,0.0,17.5,115.4
2024-01-02T05:00:00,SE2,41.72,0.0,17.5,71.0
2024-01-02T05:00:00,SE3,41.72,0.0,17.5,10.0
2024-01-02T05:00:00,SE4,41.72,0.0,17.5,0.0
2024-01-02T06:00:00,SE1,49.18,0.0,22.5,8.333
2024-01-02T06:00:00,SE2,49.18,0.0,22.5,121.183
2024-01-02T06:00:00,SE3,49.18,0.0,22.5,8.333
2024-01-02T06:00:00,SE4,49.18,0.0,22.5,0.0
2024-01-02T07:00:00,SE1,58.75,0.0,58.75,0.0
