time_start,zone,imbl_sales_price_eur_mwh,imbl_purchase_price_eur_mwh,up_reg_price_eur_mwh,down_reg_price_eur_mwh,main_dir_reg_power,imbl_spot_diff_eur_mwh
2025-01-01T00:00:00Z,SE4,2.0,2.0,2.04,2.0,-1.0,-0.04
2025-01-01T00:15:00Z,SE4,2.0,2.0,2.04,2.0,-1.0,-0.04
2025-01-01T00:30:00Z,SE4,2.0,2.0,2.04,2.0,-1.0,-0.04
2025-01-01T00:45:00Z,SE4,2.0,2.0,2.04,2.0,-1.0,-0.04
2025-01-01T01:00:00Z,SE4,2.0,2.0,2.04,2.0,-1.0,-0.04
2025-01-01T01:15:00Z,SE4,2.0,2.0,2.04,2.0,-1.0,-0.04
2025-01-01T01:30:00Z,SE4,2.0,2.0,2.04,2.0,-1.0,-0.04
2025-01-01T01:45:00Z,SE4,2.0,2.0,2.04,2.0,-1.0,-0.04
2025-01-01T02:00:00Z,SE4,1.54,1.54,1.54,1.54,0.0,0.0
2025-01-01T02:15:00Z,SE4,1.54,1.54,1.54,1.54,0.0,0.0
2025-01-01T02:30:00Z,SE4,1.54,1.54,1.54,1.54,0.0,0.0
2025-01-01T02:45:00Z,SE4,1.54,1.54,1.54,1.54,0.0,0.0
2025-01-01T03:00:00Z,SE4,1.18,1.18,1.18,1.18,0.0,0.0
2025-01-01T03:15:00Z,SE4,1.18,1.18,1.18,1.18,0.0,0.0
2025-01-01T03:30:00Z,SE4,1.18,1.18,1.18,1.18,0.0,0.0
2025-01-01T03:45:00Z,SE4,1.18,1.18,1.18,1.18,0.0,0.0
2025-01-01T04:00:00Z,SE4,2.38,2.38,2.38,2.38,0.0,0.0
2025-01-01T04:15:00Z,SE4,2.38,2.38,2.38,2.38,0.0,0.0
2025-01-01T04:30:00Z,SE4,2.38,2.38,2.38,2.38,0.0,0.0
2025-01-01T04:45:00Z,SE4,2.38,2.38,2.38,2.38,0.0,0.0
2025-01-01T05:00:00Z,SE4,1.29,1.29,1.29,1.29,0.0,0.0
2025-01-01T05:15:00Z,SE4,1.29,1.29,1.29,1.29,0.0,0.0
2025-01-01T05:30:00Z,SE4,1.29,1.29,1.29,1.29,0.0,0.0
2025-01-01T05:45:00Z,SE4,1.29,1.29,1.29,1.29,0.0,0.0
2025-01-01T06:00:00Z,SE4,-1.98,-1.98,1.49,-1.98,-1.0,-3.47
2025-01-01T06:15:00Z,SE4,-1.98,-1.98,1.49,-1.98,-1.0,-3.47
2025-01-01T06:30:00Z,SE4,-1.98,-1.98,1.49,-1.98,-1.0,-3.47
2025-01-01T06:45:00Z,SE4,-1.98,-1.98,1.49,-1.98,-1.0,-3.47
2025-01-01T07:00:00Z,SE4,-1.0,-1.0,2.4,-1.0,-1.0,-3.4
2025-01-01T07:15:00Z,SE4,-1.0,-1.0,2.4,-1.0,-1.0,-3.4
2025-01-01T07:30:00Z,SE4,-1.0,-1.0,2.4,-1.0,-1.0,-3.4
2025-01-01T07:45:00Z,SE4,-1.0,-1.0,2.4,-1.0,-1.0,-3.4
2025-01-01T08:00:00Z,SE4,0.0,0.0,2.7,0.0,-1.0,-2.7
2025-01-01T08:15:00Z,SE4,0.0,0.0,2.7,0.0,-1.0,-2.7
2025-01-01T08:30:00Z,SE4,0.0,0.0,2.7,0.0,-1.0,-2.7
2025-01-01T08:45:00Z,SE4,0.0,0.0,2.7,0.0,-1.0,-2.7
2025-01-01T09:00:00Z,SE4,-2.0,-2.0,3.7,-2.0,-1.0,-5.7
2025-01-01T09:15:00Z,SE4,-2.0,-2.0,3.7,-2.0,-1.0,-5.7
2025-01-01T09:30:00Z,SE4,-2.0,-2.0,3.7,-2.0,-1.0,-5.7
2025-01-01T09:45:00Z,SE4,-2.0,-2.0,3.7,-2.0,-1.0,-5.7
2025-01-01T10:00:00Z,SE4,-1.0,-1.0,3.86,-1.0,-1.0,-4.86
2025-01-01T10:15:00Z,SE4,-1.0,-1.0,3.86,-1.0,-1.0,-4.86
2025-01-01T10:30:00Z,SE4,-1.0,-1.0,3.86,-1.0,-1.0,-4.86
2025-01-01T10:45:00Z,SE4,-1.0,-1.0,3.86,-1.0,-1.0,-4.86
2025-01-01T11:00:00Z,SE4,2.0,2.0,3.9,2.0,-1.0,-1.9
2025-01-01T11:15:00Z,SE4,2.0,2.0,3.9,2.0,-1.0,-1.9
